mode,domain,metric,point_estimate,bootstrap_mean,ci95_low,ci95_high,ci95_half_width,n_samples,method,status
psychologist,depression,roc_auc,0.9759344012204424,0.9759365942028985,0.9756165776760741,0.9762522247648107,0.00031782354436826754,4,seed_bootstrap_selected_config,ok
psychologist,depression,specificity,0.9605263157894736,0.9605475146198832,0.9546783625730995,0.9678362573099415,0.006578947368421018,4,seed_bootstrap_selected_config,ok
psychologist,elimination,balanced_accuracy,0.8316770186335404,0.7874100458770615,0.7421173656029127,0.821772608695652,0.03982762154636965,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
psychologist,elimination,brier,0.1346307984541885,0.1487703952392204,0.13848933182968767,0.1607169079121828,0.01111378804124756,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
psychologist,elimination,f1,0.8553846153846154,0.7908933468552581,0.6932159510395918,0.8470037082836381,0.07689387862202318,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
psychologist,elimination,pr_auc,0.9121638790674772,0.8475982185145338,0.731792600606074,0.9104248943769989,0.08931614688546247,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
psychologist,elimination,precision,0.8475609756097561,0.7898097593232367,0.7192667322506062,0.8406986114869162,0.06071593961815497,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
psychologist,elimination,recall,0.8633540372670807,0.8002630434782609,0.6826086956521739,0.8664596273291926,0.09192546583850936,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
psychologist,elimination,roc_auc,0.8852422360248448,,,,,1,exact_selected_trial_lookup,por_confirmar_single_sample_for_ci
psychologist,elimination,specificity,0.8,0.774557048275862,0.716,0.8270144827586209,0.05550724137931046,10,stress_scenario_bootstrap_proxy,proxy_not_seed_bootstrap
