domain,role,feature,model_importance_score,single_feature_ba_train,questionnaire_rank,priority_bucket,feature_type,composite_importance
adhd,caregiver,adhd_context_other,0.0617316629417606,0.7790118693271598,132.0,baja,context_flag,0.3158284853682555
adhd,psychologist,adhd_onset_before_12,1.0,0.7923143350604491,85.0,media,history_flag,0.7699549234389307
adhd,psychologist,adhd_inatt_08_easily_distracted,0.2540654596308214,0.8211884026016978,17.0,alta,symptom_item,0.6494974742447122
adhd,psychologist,adhd_inatt_02_sustained_attention_difficulty,0.2085075443941848,0.789264322198949,11.0,alta,symptom_item,0.6344190639527009
adhd,psychologist,adhd_inatt_06_avoids_sustained_effort,0.08141459121809112,0.8132050858045787,15.0,alta,symptom_item,0.5786018852142039
adhd,psychologist,adhd_inatt_03_seems_not_listening,0.07375051622039974,0.8014000661448573,12.0,alta,symptom_item,0.5778266328230268
adhd,psychologist,adhd_hypimp_04_cannot_play_quietly,0.04363274650357219,0.7857641568368059,4.0,alta,symptom_item,0.5732780081413554
adhd,psychologist,adhd_inatt_07_loses_things,0.06839916101951742,0.7913405357733436,16.0,alta,symptom_item,0.5697408958364042
adhd,psychologist,adhd_hypimp_02_leaves_seat,0.02333202101170474,0.7905780325579685,2.0,alta,symptom_item,0.5676491983894376
adhd,psychologist,adhd_inatt_09_forgetful_daily_activities,0.06317468256136638,0.8020523279315033,18.0,alta,symptom_item,0.5662016867172464
adhd,psychologist,adhd_hypimp_03_runs_or_climbs_inappropriately,0.02984919404870222,0.7520486532172124,3.0,alta,symptom_item,0.5653254194396259
adhd,psychologist,adhd_hypimp_01_fidgets,0.021272738347607383,0.7628247528754639,1.0,alta,symptom_item,0.5652170253935415
adhd,psychologist,adhd_inatt_01_attention_to_detail_errors,0.03627749541683845,0.7816025429022893,10.0,alta,symptom_item,0.5625243191438245
adhd,psychologist,adhd_hypimp_07_blurts_out,0.0268143464318956,0.7749053761070077,7.0,alta,symptom_item,0.561504240964446
adhd,psychologist,adhd_hypimp_05_driven_by_motor,0.008924452434647005,0.7687869768125528,5.0,alta,symptom_item,0.5557947529387064
adhd,psychologist,adhd_inatt_04_fails_to_finish_tasks,0.024689332554387718,0.7843310182633301,13.0,alta,symptom_item,0.5543059772038739
adhd,psychologist,adhd_hypimp_08_difficulty_waiting_turn,0.013733421667398075,0.763568882519384,8.0,alta,symptom_item,0.5536685495133195
adhd,psychologist,adhd_inatt_05_organization_difficulty,0.02628005241874353,0.7756035718222908,14.0,alta,symptom_item,0.5528932812115241
adhd,psychologist,adhd_hypimp_06_talks_excessively,0.006718651560099062,0.7526733546466762,6.0,alta,symptom_item,0.5520489006635334
adhd,psychologist,adhd_hypimp_09_interrupts_intrudes,0.009264451709178827,0.7766416786094881,9.0,alta,symptom_item,0.5518908080486026
adhd,psychologist,adhd_impairment_home,0.13756188446502235,0.8172288979531841,67.0,media,impairment_item,0.4949673376464667
adhd,psychologist,adhd_impairment_school,0.12656083231994905,0.8182302575974718,68.0,media,impairment_item,0.48923897801868954
adhd,psychologist,adhd_impairment_social,0.05512158421177119,0.7983592400690847,69.0,media,impairment_item,0.45603933836914096
adhd,psychologist,adhd_not_better_explained_other_mental,0.47693233262165047,0.5997409326424871,123.0,baja,exclusion_flag,0.4419031226297715
adhd,psychologist,adhd_context_home,0.014887701139644896,0.7439275346341822,83.0,media,context_flag,0.41678518525750535
adhd,psychologist,adhd_context_school,0.016160967002681537,0.7329676992613825,84.0,media,context_flag,0.4150159196914256
adhd,psychologist,adhd_context_other,0.03667675445625088,0.7790118693271598,150.0,baja,context_flag,0.3053054238043414
adhd,psychologist,adhd_not_psychosis_exclusive,0.057686949109400296,0.5082037996545768,124.0,baja,exclusion_flag,0.25545829456456015
conduct,caregiver,conduct_impairment_global,1.0,0.9942767950052029,71.0,media,impairment_item,0.8646276795005203
conduct,caregiver,conduct_15_truancy_before_13,0.16541718104984962,0.8472678729315974,33.0,alta,symptom_item,0.5930591461912395
conduct,caregiver,conduct_11_lies_to_obtain_or_avoid,0.11433287309318403,0.8427416639330552,29.0,alta,symptom_item,0.5762939730924428
conduct,caregiver,conduct_09_property_destruction,0.10021737995155967,0.8541229017268459,27.0,alta,symptom_item,0.5740750183237683
conduct,caregiver,conduct_03_weapon_use,0.04483334996116655,0.851957012419648,21.0,alta,symptom_item,0.5583114225113691
conduct,caregiver,conduct_05_physical_cruelty_animals,0.030396888271400673,0.8472939418099188,23.0,alta,symptom_item,0.5492103729692659
conduct,caregiver,conduct_02_initiates_fights,0.02350761097397533,0.8362863579387338,20.0,alta,symptom_item,0.5490732609743716
conduct,caregiver,conduct_07_forced_sex,0.028876310586433154,0.8452486210649571,25.0,alta,symptom_item,0.5457957696956548
conduct,caregiver,conduct_13_stays_out_at_night_before_13,0.04907430723304743,0.829503018558869,31.0,alta,symptom_item,0.5449900823223383
conduct,caregiver,conduct_06_steals_confronting_victim,0.019792275967641514,0.8436323506090342,24.0,alta,symptom_item,0.5431045623958843
conduct,caregiver,conduct_04_physical_cruelty_people,0.01386964488805178,0.8310834443071,22.0,alta,symptom_item,0.5419335952836918
conduct,caregiver,conduct_01_bullies_threatens_intimidates,0.002373781631325665,0.8258414273579844,19.0,alta,symptom_item,0.5404382738780982
conduct,caregiver,conduct_14_runs_away_overnight,0.0334360833972063,0.8310508582091984,32.0,alta,symptom_item,0.5372910979906036
conduct,caregiver,conduct_08_fire_setting,0.013905202317369381,0.8343225024385263,26.0,alta,symptom_item,0.5371295780742906
conduct,caregiver,conduct_12_steals_without_confrontation,0.019871528237476326,0.8200888948750757,30.0,alta,symptom_item,0.5330692170615334
conduct,caregiver,conduct_10_breaks_into_house_building_car,0.009385214355186215,0.8255166525822311,28.0,alta,symptom_item,0.5317791695731157
conduct,caregiver,conduct_lpe_01_lack_remorse_guilt,0.013859564622299043,0.8243033635370254,138.0,baja,specifier_item,0.24110849635221104
conduct,caregiver,conduct_lpe_02_callous_lack_empathy,0.009715912696939579,0.8311518751126936,139.0,baja,specifier_item,0.23876729941541255
conduct,caregiver,conduct_lpe_04_shallow_deficient_affect,0.017319030512940575,0.8219039405281989,141.0,baja,specifier_item,0.238464386868255
conduct,caregiver,conduct_lpe_03_unconcerned_performance,0.006326091472652448,0.8181902115706716,140.0,baja,specifier_item,0.23476169386129553
conduct,caregiver,conduct_onset_before_10,0.0017057738491775309,0.7149541948083828,133.0,baja,history_flag,0.23149755878320716
conduct,psychologist,conduct_impairment_global,1.0,0.9942767950052029,71.0,media,impairment_item,0.878724065042689
conduct,psychologist,conduct_15_truancy_before_13,0.16541718104984962,0.8472678729315974,33.0,alta,symptom_item,0.5995032081533737
conduct,psychologist,conduct_11_lies_to_obtain_or_avoid,0.11433287309318403,0.8427416639330552,29.0,alta,symptom_item,0.5819325273093103
conduct,psychologist,conduct_09_property_destruction,0.10021737995155967,0.8541229017268459,27.0,alta,symptom_item,0.5793108186680023
conduct,psychologist,conduct_03_weapon_use,0.04483334996116655,0.851957012419648,21.0,alta,symptom_item,0.562338961237703
conduct,psychologist,conduct_05_physical_cruelty_animals,0.030396888271400673,0.8472939418099188,23.0,alta,symptom_item,0.5536406655682332
conduct,psychologist,conduct_02_initiates_fights,0.02350761097397533,0.8362863579387338,20.0,alta,symptom_item,0.5528994227643887
conduct,psychologist,conduct_13_stays_out_at_night_before_13,0.04907430723304743,0.829503018558869,31.0,alta,symptom_item,0.5510313904118391
conduct,psychologist,conduct_07_forced_sex,0.028876310586433154,0.8452486210649571,25.0,alta,symptom_item,0.5506288161672555
conduct,psychologist,conduct_06_steals_confronting_victim,0.019792275967641514,0.8436323506090342,24.0,alta,symptom_item,0.5477362319311683
conduct,psychologist,conduct_04_physical_cruelty_people,0.01386964488805178,0.8310834443071,22.0,alta,symptom_item,0.5461625109463424
conduct,psychologist,conduct_01_bullies_threatens_intimidates,0.002373781631325665,0.8258414273579844,19.0,alta,symptom_item,0.5440630587317986
conduct,psychologist,conduct_14_runs_away_overnight,0.0334360833972063,0.8310508582091984,32.0,alta,symptom_item,0.5435337830164213
conduct,psychologist,conduct_08_fire_setting,0.013905202317369381,0.8343225024385263,26.0,alta,symptom_item,0.542164001482208
conduct,psychologist,conduct_12_steals_without_confrontation,0.019871528237476326,0.8200888948750757,30.0,alta,symptom_item,0.5389091482147176
conduct,psychologist,conduct_10_breaks_into_house_building_car,0.009385214355186215,0.8255166525822311,28.0,alta,symptom_item,0.5372163468536664
conduct,psychologist,conduct_lpe_01_lack_remorse_guilt,0.013859564622299043,0.8243033635370254,164.0,baja,specifier_item,0.24050436554326093
conduct,psychologist,conduct_lpe_04_shallow_deficient_affect,0.017319030512940575,0.8219039405281989,167.0,baja,specifier_item,0.238464386868255
conduct,psychologist,conduct_lpe_02_callous_lack_empathy,0.009715912696939579,0.8311518751126936,165.0,baja,specifier_item,0.2383645455427792
conduct,psychologist,conduct_onset_before_10,0.0017057738491775309,0.7149541948083828,152.0,baja,history_flag,0.23747690473845673
conduct,psychologist,conduct_lpe_03_unconcerned_performance,0.006326091472652448,0.8181902115706716,166.0,baja,specifier_item,0.2345603169249788
elimination,caregiver,encopresis_event_frequency_per_month,0.9408979579107916,0.5,36.0,alta,symptom_item,0.8820264573910257
elimination,caregiver,enuresis_distress_impairment,1.0,0.9059620936362496,72.0,media,impairment_item,0.8582619627882825
elimination,caregiver,enuresis_event_frequency_per_week,0.7209514230300078,0.8737542362244257,37.0,alta,symptom_item,0.8257914596512103
elimination,caregiver,enuresis_duration_months_consecutive,0.5631569823930959,0.8183632483996486,90.0,media,duration_item,0.6438362300478048
elimination,caregiver,encopresis_duration_months_consecutive,0.4668896807849977,0.5,89.0,media,duration_item,0.5728005152447676
elimination,caregiver,enuresis_nocturnal,0.25710140504036466,0.8288188778712188,144.0,baja,specifier_item,0.3435631080410614
elimination,caregiver,enuresis_primary_course,0.21357330200346197,0.8247018953181875,146.0,baja,course_item,0.3224038530856016
elimination,caregiver,encopresis_visible_deposition_pattern,0.26877139574632225,0.5,145.0,baja,pattern_item,0.3143497396381129
elimination,caregiver,enuresis_diurnal,0.1459061865960644,0.5,143.0,baja,specifier_item,0.26521210521966215
elimination,caregiver,encopresis_constipation_present,0.08746971051607795,0.5,142.0,baja,specifier_item,0.24190166197839658
elimination,caregiver,enuresis_secondary_course,0.07925356999687358,0.5,147.0,baja,course_item,0.2322864993986869
elimination,psychologist,enuresis_distress_impairment,1.0,0.9059620936362496,72.0,media,impairment_item,0.8739984565546363
elimination,psychologist,encopresis_event_frequency_per_month,0.8678011673044687,0.5,36.0,alta,symptom_item,0.8590832318409106
elimination,psychologist,enuresis_event_frequency_per_week,0.6357539647772018,0.8737542362244257,37.0,alta,symptom_item,0.7979875944468449
elimination,psychologist,enuresis_duration_months_consecutive,0.4649481182849316,0.8183632483996486,90.0,media,duration_item,0.6223145345196361
elimination,psychologist,encopresis_duration_months_consecutive,0.5132562080561145,0.5,89.0,media,duration_item,0.6117788433386243
elimination,psychologist,enuresis_nocturnal,0.23481399430785624,0.8288188778712188,170.0,baja,specifier_item,0.3396048889919272
elimination,psychologist,enuresis_primary_course,0.20184066742375412,0.8247018953181875,178.0,baja,course_item,0.3172545058048517
elimination,psychologist,encopresis_visible_deposition_pattern,0.20930744801530454,0.5,177.0,baja,pattern_item,0.2889316000765403
elimination,psychologist,enuresis_not_due_substance_medical,0.07271427807308718,0.5158403414083093,131.0,baja,exclusion_flag,0.27966335677422416
elimination,psychologist,enuresis_diurnal,0.1340492640927629,0.5,169.0,baja,specifier_item,0.26541305046952224
elimination,psychologist,encopresis_constipation_present,0.11368913365329526,0.5,168.0,baja,specifier_item,0.257873031640002
elimination,psychologist,encopresis_not_due_substance_medical,0.021493178404015892,0.5,130.0,baja,exclusion_flag,0.2575776967274395
elimination,psychologist,encopresis_overflow_incontinence,0.11200935018084471,0.5,174.0,baja,specifier_item,0.2511001068512357
elimination,psychologist,enuresis_secondary_course,0.0642741926319661,0.5,179.0,baja,course_item,0.22599516090542576
anxiety,caregiver,sep_anx_impairment,1.0,0.8724176602526266,81.0,media,impairment_item,0.8316725352560319
anxiety,caregiver,sep_anx_duration_weeks,0.7386791891051546,0.8323299098886396,94.0,media,duration_item,0.6999090196437981
anxiety,caregiver,gad_difficulty_controlling_worry,0.17317920226957875,0.8130189273206627,38.0,alta,symptom_item,0.5828063884545203
anxiety,caregiver,gad_excessive_worry_multiple_areas,0.0673081797755736,0.7892023767363161,39.0,alta,symptom_item,0.5345742885639879
anxiety,caregiver,agor_escape_help_cognition,0.19528986517672942,0.8369043402982725,63.0,media,symptom_item,0.5150660235578998
anxiety,caregiver,social_anxiety_fear_negative_evaluation,0.19151267180270315,0.7995514106953134,61.0,media,symptom_item,0.5125135401497436
anxiety,caregiver,sep_anx_01_distress_on_separation,0.015155939020565421,0.7801715657340731,49.0,alta,symptom_item,0.49792111250050636
anxiety,caregiver,social_anxiety_almost_always_triggered,0.1399896170701013,0.806772124503207,57.0,media,symptom_item,0.4971343900813017
anxiety,caregiver,sep_anx_04_refuses_leaving_home_school,0.11491790183923907,0.8009286585605793,52.0,media,symptom_item,0.4929430000131537
anxiety,caregiver,sep_anx_07_separation_nightmares,0.0956486768870483,0.8212135521189943,55.0,media,symptom_item,0.48272456873522895
anxiety,caregiver,sep_anx_08_physical_complaints_on_separation,0.07303835976871326,0.7978101758942273,56.0,media,symptom_item,0.46950328253843615
anxiety,caregiver,sep_anx_05_fear_being_alone_without_attachment,0.06196897000962484,0.7936292448746705,53.0,media,symptom_item,0.4685898918915095
anxiety,caregiver,sep_anx_02_worry_losing_attachment_figures,0.05481505680360782,0.7798469287372605,50.0,media,symptom_item,0.4683608628850875
anxiety,caregiver,social_anxiety_avoid_or_endure_intense,0.07548819908887316,0.7952425923739819,58.0,media,symptom_item,0.467506225931648
anxiety,caregiver,agor_avoid_or_need_companion,0.09352293897272883,0.8112481800653208,65.0,media,symptom_item,0.46698906775969357
anxiety,caregiver,gad_assoc_04_irritability,0.11704744259839153,0.7991972612442451,76.0,media,symptom_item,0.4604334981695951
anxiety,caregiver,social_anxiety_fear_being_observed,0.048282941421856226,0.7990300240034628,59.0,media,symptom_item,0.4550741454898336
anxiety,caregiver,social_anxiety_duration_months,0.15835302605736087,0.8277259670247511,95.0,media,duration_item,0.45432702149272053
anxiety,caregiver,agor_impairment,0.07661283050386507,0.8137862511313108,70.0,media,impairment_item,0.4532175523862929
anxiety,caregiver,sep_anx_03_worry_event_causing_separation,0.020113208437987206,0.7790500924723567,51.0,media,symptom_item,0.4523217875604211
anxiety,caregiver,sep_anx_06_refuses_sleep_away_or_alone,0.012114105940300735,0.7849230708692402,54.0,media,symptom_item,0.44539561619723494
anxiety,caregiver,social_anxiety_fear_performance,0.04054962005211547,0.7710128674300555,62.0,media,symptom_item,0.4448705887033556
anxiety,caregiver,gad_assoc_06_sleep_problems,0.07394540733391962,0.8171900208554677,78.0,media,symptom_item,0.4413606885504084
anxiety,caregiver,social_anxiety_fear_interactions,0.026184718742069,0.7669696611970251,60.0,media,symptom_item,0.4412022402990638
anxiety,caregiver,agor_duration_months,0.09453329458933363,0.7801912407035769,86.0,media,duration_item,0.43523080010557014
anxiety,caregiver,gad_duration_months,0.09971076842812537,0.82336796127966,91.0,media,duration_item,0.4347999342523941
anxiety,caregiver,gad_assoc_02_fatigue,0.04727174114680046,0.8043127533152323,74.0,media,symptom_item,0.43440848353625633
anxiety,caregiver,gad_impairment,0.051268418268019034,0.8122712784795183,79.0,media,impairment_item,0.42995986352051985
anxiety,caregiver,gad_assoc_05_muscle_tension,0.04191107396718417,0.8143765002164247,77.0,media,symptom_item,0.4290095318570906
anxiety,caregiver,social_anxiety_impairment,0.0561843608731241,0.7987053870066501,82.0,media,impairment_item,0.426514124113531
anxiety,caregiver,gad_assoc_01_restlessness,0.019813843803594338,0.8039979538031716,73.0,media,symptom_item,0.4242293020855191
anxiety,caregiver,gad_assoc_03_concentration_difficulty,0.017348417897375342,0.8033191673552906,75.0,media,symptom_item,0.4203567137908883
anxiety,caregiver,agor_fear_03_enclosed_spaces,0.057682576224228475,0.7860937315547161,98.0,media,symptom_item,0.4037283628619553
anxiety,caregiver,agor_fear_01_public_transport,0.049545154326166775,0.7875398418132451,96.0,media,symptom_item,0.40322448745985306
anxiety,caregiver,agor_fear_02_open_spaces,0.015574306910616918,0.7733345138315035,97.0,media,symptom_item,0.3861515833625325
anxiety,caregiver,agor_fear_05_outside_home_alone,0.05532209041300301,0.8039782788336678,100.0,baja,symptom_item,0.35855618277990503
anxiety,caregiver,agor_fear_04_crowds_queues,0.02128667124404614,0.7958820288828552,99.0,baja,symptom_item,0.3448362971184772
anxiety,caregiver,agor_almost_always_triggered,0.0765126696893633,0.8156455357494196,123.0,baja,symptom_item,0.33677679792139764
anxiety,caregiver,social_anxiety_children_peer_only_flag,0.014586958816231298,0.5625860779915791,131.0,baja,criteria_support,0.2113851305019751
anxiety,psychologist,sep_anx_impairment,1.0,0.8724176602526266,81.0,media,impairment_item,0.8601560517395483
anxiety,psychologist,sep_anx_duration_weeks,0.5564324671093498,0.8323299098886396,94.0,media,duration_item,0.656477484317648
anxiety,psychologist,gad_difficulty_controlling_worry,0.1371095340711396,0.8130189273206627,38.0,alta,symptom_item,0.5808307541848021
anxiety,psychologist,sep_anx_07_separation_nightmares,0.10494924247845973,0.8212135521189943,55.0,alta,symptom_item,0.5506571799099954
anxiety,psychologist,social_anxiety_almost_always_triggered,0.11063299396556008,0.806772124503207,57.0,alta,symptom_item,0.5495430699158559
anxiety,psychologist,sep_anx_04_refuses_leaving_home_school,0.09191091691282503,0.8009286585605793,52.0,alta,symptom_item,0.5462383081023016
anxiety,psychologist,agor_escape_help_cognition,0.21064104795092506,0.8369043402982725,63.0,media,symptom_item,0.5435882455977872
anxiety,psychologist,gad_excessive_worry_multiple_areas,0.05190424427967308,0.7892023767363161,39.0,alta,symptom_item,0.5416343059853801
anxiety,psychologist,sep_anx_08_physical_complaints_on_separation,0.08204415274356315,0.7978101758942273,56.0,alta,symptom_item,0.5376681331702907
anxiety,psychologist,social_anxiety_avoid_or_endure_intense,0.07855641304181726,0.7952425923739819,58.0,alta,symptom_item,0.5338893812863901
anxiety,psychologist,sep_anx_05_fear_being_alone_without_attachment,0.06173903525257675,0.7936292448746705,53.0,alta,symptom_item,0.531807605007835
anxiety,psychologist,sep_anx_02_worry_losing_attachment_figures,0.05534707764182764,0.7798469287372605,50.0,alta,symptom_item,0.5308304654832936
anxiety,psychologist,social_anxiety_fear_being_observed,0.06449085745155629,0.7990300240034628,59.0,alta,symptom_item,0.5273320196728571
anxiety,psychologist,sep_anx_03_worry_event_causing_separation,0.023268430250241546,0.7790500924723567,51.0,alta,symptom_item,0.5162491785237657
anxiety,psychologist,social_anxiety_fear_negative_evaluation,0.14473793460187592,0.7995514106953134,61.0,media,symptom_item,0.5142307878880336
anxiety,psychologist,social_anxiety_duration_months,0.22123549190749195,0.8277259670247511,95.0,media,duration_item,0.5142057890179075
anxiety,psychologist,sep_anx_01_distress_on_separation,0.011794847349987612,0.7801715657340731,49.0,alta,symptom_item,0.5135995638889735
anxiety,psychologist,social_anxiety_fear_interactions,0.03289686722410152,0.7669696611970251,60.0,alta,symptom_item,0.5098279360681109
anxiety,psychologist,sep_anx_06_refuses_sleep_away_or_alone,0.010683660224445338,0.7849230708692402,54.0,alta,symptom_item,0.5084651586669053
anxiety,psychologist,agor_avoid_or_need_companion,0.11029258038836863,0.8112481800653208,65.0,media,symptom_item,0.4968191303410755
anxiety,psychologist,gad_assoc_04_irritability,0.11298526663024613,0.7991972612442451,76.0,media,symptom_item,0.4854306809662707
anxiety,psychologist,agor_duration_months,0.11887269717928498,0.7801912407035769,86.0,media,duration_item,0.47571708545708596
anxiety,psychologist,gad_assoc_06_sleep_problems,0.08062297791254504,0.8171900208554677,78.0,media,symptom_item,0.4715806528088157
anxiety,psychologist,gad_duration_months,0.11064562563546605,0.82336796127966,91.0,media,duration_item,0.4714365303234332
anxiety,psychologist,agor_impairment,0.0538169415284542,0.8137862511313108,70.0,media,impairment_item,0.46821031198365326
anxiety,psychologist,social_anxiety_fear_performance,0.04428878537628923,0.7710128674300555,62.0,media,symptom_item,0.4681597194581899
anxiety,psychologist,gad_assoc_02_fatigue,0.051503342298771564,0.8043127533152323,74.0,media,symptom_item,0.462176964811293
anxiety,psychologist,gad_impairment,0.05910605988205784,0.8122712784795183,79.0,media,impairment_item,0.4610231015698447
anxiety,psychologist,social_anxiety_impairment,0.05982451856917345,0.7987053870066501,82.0,media,impairment_item,0.45688255078543216
anxiety,psychologist,gad_assoc_01_restlessness,0.024079182632008766,0.8039979538031716,73.0,media,symptom_item,0.451655909228618
anxiety,psychologist,gad_assoc_03_concentration_difficulty,0.02565232252290802,0.8033191673552906,75.0,media,symptom_item,0.45019160648086476
anxiety,psychologist,gad_assoc_05_muscle_tension,0.02331371457543989,0.8143765002164247,77.0,media,symptom_item,0.44825798157189867
anxiety,psychologist,agor_fear_05_outside_home_alone,0.06400534020227756,0.8039782788336678,100.0,media,symptom_item,0.44065149933975195
anxiety,psychologist,agor_fear_01_public_transport,0.04967475314439196,0.7875398418132451,96.0,media,symptom_item,0.43710309478768344
anxiety,psychologist,agor_fear_03_enclosed_spaces,0.04896509339753324,0.7860937315547161,98.0,media,symptom_item,0.43460328381100705
anxiety,psychologist,agor_fear_04_crowds_queues,0.031025806128697882,0.7958820288828552,99.0,media,symptom_item,0.4270190414623386
anxiety,psychologist,agor_fear_02_open_spaces,0.009072658577878295,0.7733345138315035,97.0,media,symptom_item,0.41760111084300205
anxiety,psychologist,agor_almost_always_triggered,0.05429130519710381,0.8156455357494196,125.0,baja,symptom_item,0.36882404461486845
anxiety,psychologist,agor_not_better_explained,0.038863979144111764,0.5106933459253138,126.0,baja,exclusion_flag,0.2678207772616298
anxiety,psychologist,gad_not_better_explained,0.03491340453612596,0.5139397158934403,132.0,baja,exclusion_flag,0.2603147443516598
anxiety,psychologist,social_anxiety_not_due_substance_medical,0.04943069034129282,0.5077224255302404,141.0,baja,exclusion_flag,0.256533132496367
anxiety,psychologist,sep_anx_not_better_explained,0.04362520962728925,0.5052335418880101,139.0,baja,exclusion_flag,0.25590308508940535
anxiety,psychologist,social_anxiety_not_better_explained,0.030999167196337035,0.5130248298115138,140.0,baja,exclusion_flag,0.2503507046321844
anxiety,psychologist,gad_not_due_substance_medical,0.011792027148605303,0.5105064337150277,133.0,baja,exclusion_flag,0.24923186620248844
anxiety,psychologist,social_anxiety_children_peer_only_flag,0.012733917188005631,0.5625860779915791,149.0,baja,criteria_support,0.23837828158954888
anxiety,psychologist,agor_disproportionate,0.012573703969858255,0.5707216778813993,171.0,baja,exclusion_flag,0.21649598059833755
anxiety,psychologist,agor_not_excessive_due_medical,0.024905664514799794,0.5102998465352379,172.0,baja,exclusion_flag,0.21460464946402544
anxiety,psychologist,social_anxiety_disproportionate,0.003622524718151327,0.5713611143902727,176.0,baja,exclusion_flag,0.20765757182065084
depression,caregiver,mdd_duration_weeks,1.0,0.8471864059431304,92.0,media,duration_item,0.8194774641237248
depression,caregiver,mdd_impairment,0.9354217236287532,0.854666552813594,80.0,media,impairment_item,0.808984955676024
depression,caregiver,mdd_02_loss_of_interest_or_pleasure,0.3431873795430122,0.8170352659892409,41.0,alta,symptom_item,0.652901049536401
depression,caregiver,mdd_03_weight_or_appetite_change,0.2826572049837683,0.8144735718555205,42.0,alta,symptom_item,0.6258986773963818
depression,caregiver,mdd_09_death_or_suicidal_thoughts,0.16729942002747533,0.8226539151225344,48.0,alta,symptom_item,0.570325265570852
depression,caregiver,mdd_07_worthlessness_or_excessive_guilt,0.16295456300635178,0.8019810434634105,46.0,alta,symptom_item,0.5690801972795971
depression,caregiver,dmdd_irritable_between_outbursts,0.09729268086695206,0.7749807872939971,34.0,alta,symptom_item,0.5546845341052843
depression,caregiver,pdd_duration_months_child,0.37442966670909306,0.8233626504995304,93.0,media,duration_item,0.5530320191854192
depression,caregiver,mdd_06_fatigue_or_low_energy,0.10807937074865832,0.8082571940910255,45.0,alta,symptom_item,0.547983761005892
depression,caregiver,dmdd_outbursts_frequency_per_week,0.08167544314035857,0.6854239603791308,35.0,alta,symptom_item,0.5378460821568637
depression,caregiver,mdd_05_psychomotor_change,0.07413490003190466,0.8129621723166254,44.0,alta,symptom_item,0.5355211105391802
depression,caregiver,mdd_08_concentration_or_decision_difficulty,0.044627175760836704,0.8202971565195116,47.0,alta,symptom_item,0.5198907765303261
