domain,mode,source_campaign,model_family,feature_set_id,calibration,threshold_policy,threshold,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,quality_label,overfit_gap_train_val_ba,final_class
anxiety,psychologist_2_3,rebuild_v2,rf,precision_oriented_subset,isotonic,balanced,0.2299999999999999,0.9058823529411764,0.8953488372093024,0.9796954314720812,0.937522134340692,0.9005847953216374,0.9898182032817848,0.930287612715468,0.0302180148379456,muy_bueno,0.0458426789438476,ROBUST_PRIMARY
anxiety,psychologist_full,rebuild_v2,rf,precision_oriented_subset,isotonic,default_0_5,0.5,0.9156626506024096,0.8837209302325582,0.9822335025380712,0.9329772163853146,0.8994082840236687,0.9911610199504192,0.9442183163908962,0.026760853373639,muy_bueno,0.0466887026325109,ROBUST_PRIMARY
conduct,caregiver_1_3,rebuild_v2,rf,precision_oriented_subset,none,recall_constrained,0.59,0.9019607843137256,0.8625,0.953125,0.9078125,0.8817891373801917,0.97841796875,0.9500801871541836,0.0563854385479201,bueno,0.0696280150252286,ROBUST_PRIMARY
conduct,caregiver_2_3,rebuild_v2,rf,engineered_compact,isotonic,recall_constrained,0.5049999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0012744324646449,muy_bueno,0.0047022864868042,SUSPECT_EASY_DATASET_NEEDS_CAUTION
conduct,caregiver_full,rebuild_v2,rf,engineered_compact,isotonic,precision_min_recall,0.5049999999999999,1.0,0.99375,1.0,0.996875,0.9968652037617556,1.0,1.0,0.0013267998081757,muy_bueno,0.0047022864868042,SUSPECT_EASY_DATASET_NEEDS_CAUTION
conduct,psychologist_1_3,rebuild_v2,rf,compact_subset,sigmoid,recall_constrained,0.6449999999999999,0.9090909090909092,0.8125,0.959375,0.8859375,0.858085808580858,0.97728515625,0.9542627941351364,0.0585440516294588,aceptable,0.0916305926930246,PRIMARY_WITH_CAVEAT
conduct,psychologist_2_3,rebuild_v2,rf,engineered_compact,isotonic,recall_constrained,0.5049999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0010954785521607,muy_bueno,0.0047022864868042,SUSPECT_EASY_DATASET_NEEDS_CAUTION
conduct,psychologist_full,rebuild_v2,rf,engineered_compact,isotonic,recall_constrained,0.5049999999999999,1.0,0.99375,1.0,0.996875,0.9968652037617556,1.0,1.0,0.001248309268289,muy_bueno,0.0047022864868042,SUSPECT_EASY_DATASET_NEEDS_CAUTION
depression,caregiver_1_3,rebuild_v2,rf,precision_oriented_subset,none,recall_constrained,0.5299999999999999,0.8059701492537313,0.6585365853658537,0.9673366834170856,0.8129366343914696,0.7248322147651006,0.958282264983454,0.764765007527117,0.0600670985657974,malo,0.1235015803079284,HOLD_FOR_LIMITATION
depression,caregiver_2_3,rebuild_v2,rf,full_eligible,isotonic,recall_constrained,0.2149999999999999,0.8313253012048193,0.8414634146341463,0.964824120603015,0.9031437676185808,0.8363636363636363,0.9573630346856232,0.8434143874736915,0.0454553863622029,malo,0.034395975558317,HOLD_FOR_LIMITATION
depression,caregiver_full,boosted_v3,catboost,full_eligible,none,default_0_5,0.5,0.8409090909090909,0.9487179487179488,0.965174129353234,0.9569460390355912,0.891566265060241,0.9909108304630694,0.9434742112852106,0.0293666393254193,bueno,0.0337226213696777,ROBUST_PRIMARY
depression,psychologist_1_3,rebuild_v2,rf,stability_pruned_subset,isotonic,default_0_5,0.5,0.7974683544303798,0.7682926829268293,0.9597989949748744,0.8640458389508519,0.782608695652174,0.9483852187768108,0.7681311253035743,0.0565304346753685,malo,0.1146533320982389,HOLD_FOR_LIMITATION
depression,psychologist_2_3,rebuild_v2,rf,full_eligible,isotonic,recall_constrained,0.5049999999999999,0.8271604938271605,0.8170731707317073,0.964824120603015,0.8909486456673612,0.8220858895705522,0.9556777791396004,0.8330408560571644,0.0479028069363223,malo,0.0778349888653642,HOLD_FOR_LIMITATION
depression,psychologist_full,boosted_v3,hgb,full_eligible,sigmoid,balanced,0.4199999999999999,0.8690476190476191,0.935897435897436,0.972636815920398,0.9542671259089168,0.9012345679012346,0.9923140706722796,0.9533076719585644,0.0253330721238639,bueno,0.0294736032291214,ROBUST_PRIMARY
elimination,caregiver_1_3,boosted_v3,extra_trees,boosted_eng_full,none,balanced,0.4399999999999999,0.8679245283018868,0.9019607843137256,0.9836829836829836,0.9428218839983546,0.8846153846153846,0.9967777320718496,0.9700376570280697,0.0204136197916666,bueno,0.0028735632183908,ROBUST_PRIMARY
elimination,caregiver_2_3,rebuild_v2,rf,engineered_compact,isotonic,balanced,0.2049999999999999,0.925925925925926,0.9615384615384616,0.9906542056074766,0.9760963335729692,0.9433962264150944,0.9970794392523366,0.955947602524266,0.010039232809337,muy_bueno,0.0100053987977185,ROBUST_PRIMARY
elimination,caregiver_full,rebuild_v2,rf,engineered_compact,isotonic,precision_min_recall,0.5049999999999999,0.9615384615384616,0.9615384615384616,0.9953271028037384,0.9784327821711,0.9615384615384616,0.997214234363767,0.9582613967229352,0.0081337265474628,muy_bueno,0.0384615384615384,ROBUST_PRIMARY
elimination,psychologist_1_3,boosted_v3,extra_trees,boosted_eng_full,none,balanced,0.4299999999999999,0.9019607843137256,0.9019607843137256,0.9883449883449884,0.9451528863293568,0.9019607843137256,0.9965720553955848,0.9724347146967124,0.0210442838541666,muy_bueno,0.0028735632183908,ROBUST_PRIMARY
elimination,psychologist_2_3,rebuild_v2,rf,engineered_pruned,isotonic,precision_min_recall,0.5049999999999999,0.9615384615384616,0.9615384615384616,0.9953271028037384,0.9784327821711,0.9615384615384616,0.997191768511862,0.957704540598432,0.0082233824203011,muy_bueno,0.0384615384615384,ROBUST_PRIMARY
elimination,psychologist_full,rebuild_v2,rf,engineered_compact,isotonic,precision_min_recall,0.5049999999999999,0.9433962264150944,0.9615384615384616,0.9929906542056076,0.9772645578720344,0.9523809523809524,0.998090402588066,0.9734743104312084,0.009137193084548,muy_bueno,0.0300143781452193,ROBUST_PRIMARY
