feature,corr_target,risk
sdq_07,0.4782957228654752,low
ari_sr_06,0.4772216852398409,low
cbcl_109,0.47556683671248823,low
ari_p_06,0.4748403550405587,low
sdq_03,0.4748316388022307,low
cbcl_105,0.47194244014674874,low
ari_sr_01,0.4671886100980249,low
sdq_17,0.46641452365694613,low
sdq_05,0.4663490849784214,low
cbcl_102,0.46572651829367007,low
ari_p_01,0.46177747636249394,low
sdq_10,0.4616402521141709,low
sdq_19,0.46046039395552213,low
cbcl_106,0.4596017934645233,low
ari_p_04,0.4591237016041372,low
ari_p_05,0.4572435744445957,low
sdq_12,0.4571192456594078,low
cbcl_097,0.4527728848916614,low
cbcl_096,0.45186123560755603,low
cbcl_113,0.4493907729485208,low
cbcl_095,0.44696474451042223,low
cbcl_103,0.4449736036120846,low
cbcl_107,0.4434425235640174,low
ari_sr_05,0.44294041184110916,low
cbcl_108,0.44171304702885344,low
ari_p_03,0.4390899500432549,low
cbcl_093,0.4365618256427376,low
cbcl_098,0.43301635541166983,low
cbcl_117,0.4326162316997791,low
cbcl_115,0.43015435348900777,low
cbcl_101,0.4272354217463722,low
cbcl_111,0.42284313904632614,low
cbcl_091,0.4196142274635215,low
cbcl_110,-0.4016246466387775,low
icut_unemotional,0.34777598407474986,low
cbcl_anxious_depressed_proxy,0.33148167760396896,low
cbcl_internalizing_proxy,0.3268203506318242,low
cbcl_005,0.3109749470796271,low
cbcl_002,0.3023490247025807,low
cbcl_012,0.29909057452744264,low
cbcl_010,0.2989937068684371,low
cbcl_015,0.2974998560941456,low
cbcl_027,0.2964793107740146,low
cbcl_011,0.2961608396534836,low
cbcl_007,0.29200812706858986,low
cbcl_024,0.28822130147204555,low
cbcl_029,0.2867980205250164,low
cbcl_030,0.2842972060857789,low
cbcl_004,0.2836181466530463,low
cbcl_003,0.2832224834647958,low
cbcl_009,0.28296589776281683,low
cbcl_001,0.28233431810943466,low
cbcl_019,0.28082179278615577,low
cbcl_025,0.27983752615911806,low
cbcl_014,0.2796762872730206,low
cbcl_021,0.27964999068791513,low
cbcl_008,0.2791049575484318,low
cbcl_020,0.27774815256483637,low
cbcl_022,0.27337150137328664,low
cbcl_013,0.2697754822223695,low
cbcl_028,0.26953128108228425,low
cbcl_006,0.2680760054179262,low
cbcl_023,0.266567649748066,low
cbcl_026,0.2664924084593098,low
cbcl_017,-0.2600756518116051,low
cbcl_018,0.2598045993118323,low
cbcl_016,0.251590210713566,low
scared_sr_16,0.24127478297480454,low
mfq_sr_total,0.23935607173589568,low
scared_sr_21,0.23800267718230983,low
mfq_sr_23,0.23602928402686302,low
scared_sr_18,0.23515162603290676,low
mfq_sr_20,-0.23395382394490294,low
scared_sr_20,0.23391683468153615,low
mfq_sr_10,0.23330557465590596,low
scared_sr_24,0.23245983289119032,low
scared_sr_19,0.230696607436449,low
mfq_sr_22,0.2304253986350496,low
scared_sr_23,0.22946371056398382,low
scared_sr_22,0.22899760127767602,low
mfq_sr_30,0.22563649565156016,low
mfq_sr_17,0.22327824519378303,low
mfq_sr_29,0.22188953575296563,low
scared_sr_14,0.22174194784285964,low
mfq_sr_13,0.2216883344160347,low
mfq_sr_18,0.22160276435314133,low
mfq_sr_12,0.221155874244166,low
mfq_sr_02,0.22087669361591664,low
scared_sr_17,0.21963362468606132,low
mfq_sr_11,0.21814812447064774,low
mfq_sr_19,0.21637816894078474,low
mfq_sr_04,0.21627007479695412,low
mfq_sr_09,0.21581233753075924,low
mfq_sr_32,0.2143563245599693,low
mfq_sr_24,0.21241264229764514,low
mfq_sr_01,0.21144590723729723,low
mfq_sr_08,0.21102289819554432,low
mfq_sr_14,0.20821668634988233,low
mfq_sr_15,0.20810377394260166,low
mfq_sr_25,0.20641308321420557,low
mfq_sr_28,0.20497441668414967,low
mfq_sr_33,0.20420543179430367,low
mfq_sr_05,0.20361009235225688,low
mfq_sr_21,0.20286634737026735,low
mfq_sr_16,0.20164202617318674,low
mfq_sr_07,0.20156037159484214,low
mfq_sr_31,0.20146837600579673,low
mfq_sr_27,0.1974091587707068,low
mfq_sr_03,0.1922556541202919,low
mfq_sr_06,0.18882308809540937,low
mfq_sr_26,0.17994130379720563,low
age_years,-0.006683186093068326,low
q_required_missing,-0.0012390689494155122,low
q_items_answered,-0.0004993839582397669,low
q_completion_ratio,-0.0004993839582396942,low
sex_assigned_at_birth,0.0,low
site,0.0,low
