trial_id,feature_rank,feature_name,importance_gini
domain_conduct_strict_compact,27,num__q_qi_0040,0.0072777292161085
domain_conduct_strict_compact,28,num__q_qi_0069,0.006779883480910228
domain_conduct_strict_compact,29,num__q_qi_0070,0.006621051137107344
domain_conduct_strict_compact,30,num__q_qi_0075,0.006116446334114632
domain_conduct_research_full,1,num__q_qi_0056,0.4303219571108642
domain_conduct_research_full,2,num__q_qi_0057,0.4109905162906164
domain_conduct_research_full,3,num__diag_domain_conduct_source_count,0.059552309226274684
domain_conduct_research_full,4,num__diag_domain_conduct_broad,0.047974396822556574
domain_conduct_research_full,5,num__domain_comorbidity_count,0.011287027346074348
domain_conduct_research_full,6,num__internal_exact_comorbidity_count,0.007099263007758129
domain_conduct_research_full,7,num__cbcl_044,0.0062199745091113855
domain_conduct_research_full,8,num__q_qi_0061,0.003979291353347948
domain_conduct_research_full,9,num__icut_total,0.0036659472147015076
domain_conduct_research_full,10,num__swan_13,0.0014286398743131028
domain_conduct_research_full,11,num__q_qi_0050,0.0011564528650489334
domain_conduct_research_full,12,num__q_qi_0088,0.0009332600746492736
domain_conduct_research_full,13,num__cbcl_099,0.0008597083396632493
domain_conduct_research_full,14,num__q_qi_0087,0.0008349442077715541
domain_conduct_research_full,15,num__swan_01,0.0008107972931207433
domain_conduct_research_full,16,num__cbcl_020,0.000810612127948478
domain_conduct_research_full,17,num__cbcl_112,0.0008104269627762129
domain_conduct_research_full,18,num__cbcl_109,0.0007970895399564557
domain_conduct_research_full,19,num__sdq_06,0.0006632000493559875
domain_conduct_research_full,20,num__q_qi_0038,0.0006628914407355453
domain_conduct_research_full,21,num__swan_04,0.000557719099379064
domain_conduct_research_full,22,num__ysr_internalizing_proxy,0.0005576150162358672
domain_conduct_research_full,23,num__q_qi_0030,0.0005133122289093467
domain_conduct_research_full,24,num__q_qi_0028,0.0005132403744041334
domain_conduct_research_full,25,num__icut_14,0.0005002791022973364
domain_conduct_research_full,26,num__q_qi_0041,0.0004957503105591681
domain_conduct_research_full,27,num__cbcl_anxious_depressed_proxy,0.00048025811335419404
domain_conduct_research_full,28,num__ysr_103,0.0004717368907121939
domain_conduct_research_full,29,num__ari_sr_01,0.000433781521739272
domain_conduct_research_full,30,num__cbcl_014,0.0004268972416461571
domain_elimination_strict_full,1,num__q_qi_0088,0.40703399765530773
domain_elimination_strict_full,2,num__q_qi_0087,0.35615474794839425
domain_elimination_strict_full,3,num__cbcl_108,0.0986713559984537
domain_elimination_strict_full,4,num__q_qi_0083,0.07235899439886607
domain_elimination_strict_full,5,num__q_qi_0082,0.06578090399896915
domain_elimination_strict_full,6,num__cbcl_028,1.6406629141681442e-16
domain_elimination_strict_full,7,num__cbcl_050,1.523472706013277e-16
domain_elimination_strict_full,8,num__mfq_sr_21,1.4432899320125783e-16
domain_elimination_strict_full,9,num__cbcl_044,1.4247862149354937e-16
domain_elimination_strict_full,10,num__q_qi_0055,1.0978872132403371e-16
domain_elimination_strict_full,11,num__cbcl_017,1.0855514018556142e-16
domain_elimination_strict_full,12,num__scared_sr_33,1.0608797790861684e-16
domain_elimination_strict_full,13,num__q_qi_0048,1.0485439677014456e-16
domain_elimination_strict_full,14,num__cdi_18,1.0485439677014456e-16
domain_elimination_strict_full,15,num__swan_09,1.0485439677014455e-16
domain_elimination_strict_full,16,num__q_qi_0115,1.0423760620090842e-16
domain_elimination_strict_full,17,num__mfq_p_13,1.0238723449319999e-16
domain_elimination_strict_full,18,num__ari_sr_03,9.930328164701928e-17
domain_elimination_strict_full,19,num__ari_sr_04,9.930328164701928e-17
domain_elimination_strict_full,20,num__cbcl_061,9.930328164701928e-17
domain_elimination_strict_full,21,num__scared_sr_school_avoidance,9.683611937007468e-17
domain_elimination_strict_full,22,num__mfq_p_32,9.375216652389397e-17
domain_elimination_strict_full,23,num__q_qi_0079,9.31353759546578e-17
domain_elimination_strict_full,24,num__swan_08,9.128500424694939e-17
domain_elimination_strict_full,25,num__mfq_sr_29,9.066821367771324e-17
domain_elimination_strict_full,26,num__ari_p_06,8.388351741611566e-17
domain_elimination_strict_full,27,num__ari_sr_01,8.388351741611566e-17
domain_elimination_strict_full,28,num__mfq_p_11,6.723017204673977e-17
domain_elimination_strict_full,29,num__mfq_p_12,6.723017204673977e-17
domain_elimination_strict_full,30,num__mfq_sr_25,6.47630097697952e-17
domain_elimination_strict_compact,1,num__q_qi_0087,0.44943337241106884
domain_elimination_strict_compact,2,num__q_qi_0088,0.31375537319263325
domain_elimination_strict_compact,3,num__q_qi_0082,0.12629933567802087
domain_elimination_strict_compact,4,num__q_qi_0083,0.11051191871826821
domain_elimination_strict_compact,5,cat__q_qi_0125_high,2.5165055224834697e-16
domain_elimination_strict_compact,6,num__q_qi_0110,2.3067967289431803e-16
domain_elimination_strict_compact,7,num__q_qi_0077,2.300628823250819e-16
domain_elimination_strict_compact,8,num__q_qi_0076,1.881211236170241e-16
domain_elimination_strict_compact,9,num__q_qi_0032,1.8812112361702407e-16
domain_elimination_strict_compact,10,num__q_qi_0132,1.6591666312452286e-16
domain_elimination_strict_compact,11,cat__q_qi_0062_high,1.6591666312452286e-16
domain_elimination_strict_compact,12,num__q_qi_0055,1.6159912913986984e-16
domain_elimination_strict_compact,13,cat__q_qi_0035_combined,1.6159912913986984e-16
domain_elimination_strict_compact,14,num__q_qi_0079,1.5974875743216142e-16
domain_elimination_strict_compact,15,num__q_qi_0063,1.57898385724453e-16
domain_elimination_strict_compact,16,num__q_qi_0159,1.5728159515521686e-16
domain_elimination_strict_compact,17,num__q_qi_0113,1.4864652718591083e-16
domain_elimination_strict_compact,18,num__q_qi_0112,1.486465271859108e-16
domain_elimination_strict_compact,19,num__q_qi_0042,1.4802973661667469e-16
domain_elimination_strict_compact,20,num__q_qi_0135,1.4617936490896627e-16
domain_elimination_strict_compact,21,cat__q_qi_0026_high,1.4617936490896625e-16
domain_elimination_strict_compact,22,num__age_years,1.443289932012578e-16
domain_elimination_strict_compact,23,num__q_qi_0117,1.4309541206278551e-16
domain_elimination_strict_compact,24,cat__site_Staten Island,1.4062824978584098e-16
domain_elimination_strict_compact,25,num__q_qi_0057,1.4062824978584095e-16
domain_elimination_strict_compact,26,num__q_qi_0045,1.332267629550072e-16
domain_elimination_strict_compact,27,num__q_items_answered,1.2212453270875663e-16
domain_elimination_strict_compact,28,num__q_qi_0049,1.147230458779229e-16
domain_elimination_strict_compact,29,num__q_qi_0048,1.122558836009783e-16
domain_elimination_strict_compact,30,num__q_qi_0133,1.1102230246250602e-16
domain_elimination_research_full,1,num__q_qi_0087,0.4027940601797316
domain_elimination_research_full,2,num__q_qi_0088,0.36039468542397046
domain_elimination_research_full,3,num__cbcl_108,0.08551517519865989
domain_elimination_research_full,4,num__q_qi_0082,0.08288393903870117
domain_elimination_research_full,5,num__q_qi_0083,0.0684121401589279
domain_elimination_research_full,6,num__mfq_p_06,1.6159912913986989e-16
domain_elimination_research_full,7,num__scared_sr_01,1.6036554800139757e-16
domain_elimination_research_full,8,num__q_qi_0114,1.4494578377049395e-16
domain_elimination_research_full,9,num__sdq_18,1.350771346627156e-16
domain_elimination_research_full,10,num__scared_p_24,1.1225588360097828e-16
domain_elimination_research_full,11,num__cbcl_096,1.085551401855614e-16
domain_elimination_research_full,12,num__sdq_08,1.0608797790861683e-16
domain_elimination_research_full,13,num__q_qi_0068,1.0238723449319998e-16
domain_elimination_research_full,14,num__cbcl_031,1.0238723449319998e-16
domain_elimination_research_full,15,num__q_qi_0106,9.683611937007467e-17
domain_elimination_research_full,16,num__domain_any_positive,9.560253823160238e-17
domain_elimination_research_full,17,num__scared_p_20,9.498574766236623e-17
domain_elimination_research_full,18,num__cbcl_020,9.498574766236623e-17
domain_elimination_research_full,19,num__q_qi_0028,9.128500424694937e-17
domain_elimination_research_full,20,num__mfq_p_13,8.943463253924096e-17
domain_elimination_research_full,21,num__ari_p_07,8.943463253924096e-17
domain_elimination_research_full,22,num__ysr_084,8.820105140076867e-17
domain_elimination_research_full,23,num__cbcl_040,8.388351741611564e-17
domain_elimination_research_full,24,num__scared_sr_04,7.401486830833733e-17
domain_elimination_research_full,25,num__q_qi_0137,6.846375318521204e-17
domain_elimination_research_full,26,num__cdi_19,6.476300976979518e-17
domain_elimination_research_full,27,num__swan_02,6.291263806208673e-17
domain_elimination_research_full,28,num__q_qi_0047,6.291263806208673e-17
domain_elimination_research_full,29,num__swan_05,6.291263806208673e-17
domain_elimination_research_full,30,num__scared_sr_34,6.291263806208673e-17
domain_anxiety_strict_full,1,num__q_qi_0092,0.8357659563500114
domain_anxiety_strict_full,2,num__scared_sr_generalized_anxiety,0.10359362122078787
domain_anxiety_strict_full,3,num__scared_sr_separation_anxiety,0.031819681752608714
domain_anxiety_strict_full,4,num__cbcl_093,0.0046940817946394065
domain_anxiety_strict_full,5,num__q_qi_0098,0.003598423446543741
domain_anxiety_strict_full,6,num__q_qi_0097,0.002832801436640819
domain_anxiety_strict_full,7,num__q_qi_0101,0.002679677034660234
domain_anxiety_strict_full,8,num__q_qi_0096,0.002603114833669942
domain_anxiety_strict_full,9,num__q_qi_0103,0.0023734282306990652
domain_anxiety_strict_full,10,num__q_qi_0099,0.0023734282306990652
domain_anxiety_strict_full,11,num__q_qi_0100,0.001990617225747604
domain_anxiety_strict_full,12,num__q_qi_0102,0.0014546818188155564
domain_anxiety_strict_full,13,num__scared_p_generalized_anxiety,0.0009414931700755527
domain_anxiety_strict_full,14,num__q_qi_0106,0.0009090278883488095
domain_anxiety_strict_full,15,num__q_qi_0105,0.000844097324895323
domain_anxiety_strict_full,16,num__domain_comorbidity_count,0.0007791667614418367
domain_anxiety_strict_full,17,num__q_qi_0104,0.0007467014797150935
domain_anxiety_strict_full,18,cat__q_qi_0158_high,0.0
domain_anxiety_strict_full,19,cat__q_qi_0035_predominantly_inattentive,0.0
domain_anxiety_strict_full,20,cat__q_qi_0035_predominantly_hyperactive_impulsive,0.0
domain_anxiety_strict_full,21,cat__q_qi_0035_combined,0.0
domain_anxiety_strict_full,22,cat__q_qi_0037_moderate,0.0
domain_anxiety_strict_full,23,num__q_qi_0057,0.0
domain_anxiety_strict_full,24,cat__q_qi_0026_moderate,0.0
domain_anxiety_strict_full,25,cat__q_qi_0026_low,0.0
domain_anxiety_strict_full,26,cat__q_qi_0026_high,0.0
domain_anxiety_strict_full,27,cat__q_qi_0183_moderate,0.0
domain_anxiety_strict_full,28,cat__q_qi_0183_low,0.0
domain_anxiety_strict_full,29,cat__q_qi_0183_high,0.0
domain_anxiety_strict_full,30,cat__q_qi_0062_moderate,0.0
domain_anxiety_research_full,1,num__q_qi_0092,0.8357659563500114
domain_anxiety_research_full,2,num__scared_sr_generalized_anxiety,0.10359362122078787
domain_anxiety_research_full,3,num__scared_sr_separation_anxiety,0.031819681752608714
domain_anxiety_research_full,4,num__cbcl_093,0.0046940817946394065
domain_anxiety_research_full,5,num__q_qi_0102,0.0032156124415922797
domain_anxiety_research_full,6,num__q_qi_0100,0.0029093636376311106
domain_anxiety_research_full,7,num__q_qi_0101,0.002832801436640819
domain_anxiety_research_full,8,num__q_qi_0096,0.002679677034660234
domain_anxiety_research_full,9,num__q_qi_0099,0.002449990431689357
domain_anxiety_research_full,10,num__q_qi_0103,0.0022968660297087726
domain_anxiety_research_full,11,num__q_qi_0097,0.0021437416277281882
domain_anxiety_research_full,12,num__q_qi_0098,0.001378119617825264
domain_anxiety_research_full,13,num__q_qi_0105,0.0009739584518022958
domain_anxiety_research_full,14,num__scared_p_generalized_anxiety,0.0009090278883488095
domain_anxiety_research_full,15,num__q_qi_0104,0.0008927952474854379
domain_anxiety_research_full,16,num__domain_comorbidity_count,0.0007791667614418367
domain_anxiety_research_full,17,num__q_qi_0106,0.0006655382753982355
domain_anxiety_research_full,18,cat__q_qi_0158_low,0.0
domain_anxiety_research_full,19,cat__q_qi_0158_high,0.0
domain_anxiety_research_full,20,cat__q_qi_0035_predominantly_inattentive,0.0
domain_anxiety_research_full,21,cat__q_qi_0035_predominantly_hyperactive_impulsive,0.0
domain_anxiety_research_full,22,cat__q_qi_0035_combined,0.0
domain_anxiety_research_full,23,cat__q_qi_0037_moderate,0.0
domain_anxiety_research_full,24,cat__q_qi_0026_moderate,0.0
domain_anxiety_research_full,25,cat__q_qi_0026_low,0.0
domain_anxiety_research_full,26,cat__q_qi_0026_high,0.0
domain_anxiety_research_full,27,cat__q_qi_0183_moderate,0.0
domain_anxiety_research_full,28,cat__q_qi_0183_low,0.0
domain_anxiety_research_full,29,cat__q_qi_0183_high,0.0
domain_anxiety_research_full,30,cat__site_Staten Island,0.0
domain_depression_strict_full,1,num__domain_comorbidity_count,0.7759772465984399
domain_depression_strict_full,2,num__ari_p_symptom_total,0.03142740289999765
domain_depression_strict_full,3,num__cbcl_externalizing_proxy,0.025903072297503042
domain_depression_strict_full,4,num__mfq_sr_total,0.020447181912619707
domain_depression_strict_full,5,num__q_qi_0180,0.019984226195195017
domain_depression_strict_full,6,num__ari_sr_symptom_total,0.01926258227474596
domain_depression_strict_full,7,num__q_qi_0182,0.019036618295512345
domain_depression_strict_full,8,num__internal_exact_comorbidity_count,0.011953756715395001
domain_depression_strict_full,9,num__q_qi_0117,0.005844286888218142
domain_depression_strict_full,10,num__q_qi_0147,0.005608831120992928
domain_depression_strict_full,11,num__cbcl_anxious_depressed_proxy,0.0054093689708313115
domain_depression_strict_full,12,num__q_qi_0116,0.004296217136513215
domain_depression_strict_full,13,num__q_qi_0148,0.0040129655469662035
domain_depression_strict_full,14,num__cbcl_internalizing_proxy,0.003934076581817346
domain_depression_strict_full,15,num__q_qi_0174,0.0037520926793306072
domain_depression_strict_full,16,num__q_qi_0061,0.0035059607512735536
domain_depression_strict_full,17,num__q_qi_0057,0.003377938621574358
domain_depression_strict_full,18,num__q_qi_0176,0.002892365452623435
domain_depression_strict_full,19,num__q_qi_0056,0.0027628391293859646
domain_depression_strict_full,20,num__icut_total,0.0027042219785074063
domain_depression_strict_full,21,num__q_qi_0175,0.002696880286088581
domain_depression_strict_full,22,num__q_qi_0172,0.0025907306595378014
domain_depression_strict_full,23,num__q_qi_0081,0.0024120595795696733
domain_depression_strict_full,24,num__cbcl_021,0.0018886593410395408
domain_depression_strict_full,25,num__q_qi_0173,0.0018035248862479612
domain_depression_strict_full,26,num__icut_08,0.000741667021622632
domain_depression_strict_full,27,num__mfq_sr_09,0.0004746668938384863
domain_depression_strict_full,28,num__icut_callousness,0.00041533353210868257
domain_depression_strict_full,29,num__icut_22,0.0004153335321086825
domain_depression_strict_full,30,num__scared_p_total,0.0003712976061559125
domain_depression_strict_compact,1,num__q_qi_0174,0.0647109135078056
domain_depression_strict_compact,2,num__q_qi_0175,0.056372763875342805
domain_depression_strict_compact,3,num__q_qi_0173,0.05578476914555428
domain_depression_strict_compact,4,cat__q_qi_0183_high,0.04829554507000323
domain_depression_strict_compact,5,num__q_qi_0081,0.039550356251796814
domain_depression_strict_compact,6,num__q_qi_0172,0.037709323281661135
domain_depression_strict_compact,7,cat__q_qi_0026_high,0.03421821217980167
domain_depression_strict_compact,8,num__q_qi_0176,0.031196692471472894
domain_depression_strict_compact,9,num__q_qi_0160,0.02721099993181608
domain_depression_strict_compact,10,cat__q_qi_0062_high,0.026130375401664675
domain_depression_strict_compact,11,num__q_qi_0180,0.023535815488613193
domain_depression_strict_compact,12,num__q_qi_0131,0.02349848174070949
domain_depression_strict_compact,13,num__q_qi_0135,0.022725459248814722
domain_depression_strict_compact,14,num__q_qi_0133,0.019432996587867065
domain_depression_strict_compact,15,num__q_qi_0057,0.018586708955735765
domain_depression_strict_compact,16,num__q_qi_0056,0.018576206682441393
domain_depression_strict_compact,17,num__q_qi_0137,0.01812630574888748
domain_depression_strict_compact,18,num__q_qi_0164,0.01705052532832543
domain_depression_strict_compact,19,num__q_qi_0162,0.01703335586038322
domain_depression_strict_compact,20,num__q_qi_0136,0.01665321521395301
domain_depression_strict_compact,21,num__q_qi_0134,0.01641386955138737
domain_depression_strict_compact,22,num__q_qi_0182,0.0163969456321645
domain_depression_strict_compact,23,num__q_qi_0022,0.013642203634933072
domain_depression_strict_compact,24,num__q_qi_0132,0.013584335697233359
domain_depression_strict_compact,25,num__q_qi_0147,0.013474173410640363
domain_depression_strict_compact,26,num__q_qi_0163,0.013443157999882934
domain_depression_strict_compact,27,num__q_qi_0130,0.013413444546624256
domain_depression_strict_compact,28,num__q_qi_0128,0.012786619908085604
domain_depression_strict_compact,29,num__q_qi_0129,0.01137342834444737
domain_depression_strict_compact,30,num__q_qi_0100,0.010816405547089456
domain_depression_research_full,1,num__domain_comorbidity_count,0.7742483961262967
domain_depression_research_full,2,num__cbcl_externalizing_proxy,0.030952772972920206
domain_depression_research_full,3,num__diag_domain_depression_broad,0.025258642221304653
domain_depression_research_full,4,num__diag_domain_depression_source_count,0.024273311614636528
domain_depression_research_full,5,num__ari_p_symptom_total,0.02189074451152782
domain_depression_research_full,6,num__internal_exact_comorbidity_count,0.019943551202560104
domain_depression_research_full,7,num__ari_sr_symptom_total,0.01539404992887594
domain_depression_research_full,8,num__q_qi_0147,0.006328128553384265
domain_depression_research_full,9,num__q_qi_0116,0.0058225421479627705
domain_depression_research_full,10,num__mfq_sr_total,0.0053135726819657034
domain_depression_research_full,11,num__q_qi_0117,0.005107112894742209
domain_depression_research_full,12,num__q_qi_0174,0.004538574045639644
domain_depression_research_full,13,num__q_qi_0148,0.004453421783786369
domain_depression_research_full,14,num__q_qi_0081,0.0044498653452843965
domain_depression_research_full,15,num__q_qi_0175,0.003915929604942007
domain_depression_research_full,16,num__q_qi_0173,0.003739233720607615
domain_depression_research_full,17,num__icut_total,0.003712904469491356
domain_depression_research_full,18,num__q_qi_0176,0.0035591707598514144
domain_depression_research_full,19,num__q_qi_0056,0.003478531129931684
domain_depression_research_full,20,num__cbcl_anxious_depressed_proxy,0.003418384228945092
domain_depression_research_full,21,num__cbcl_internalizing_proxy,0.0031953983802262527
domain_depression_research_full,22,num__diag_domain_elimination_source_count,0.0030888600947315856
domain_depression_research_full,23,num__scared_p_01,0.0029637340193188763
domain_depression_research_full,24,num__q_qi_0172,0.00293628581369508
domain_depression_research_full,25,num__q_qi_0057,0.002820482139227179
domain_depression_research_full,26,num__q_qi_0061,0.0022083932947761934
domain_depression_research_full,27,num__sdq_prosocial_behavior,0.0015108748186781762
domain_depression_research_full,28,num__scared_p_separation_anxiety,0.0007031463590849102
domain_depression_research_full,29,num__mfq_p_32,0.0006792011429108792
domain_depression_research_full,30,num__scared_p_22,0.000584326118827483
internal_adhd_strict_compact,1,num__q_qi_0030,0.2624806444828656
internal_adhd_strict_compact,2,num__q_qi_0029,0.24000135320483387
internal_adhd_strict_compact,3,num__q_qi_0022,0.16110987884283498
internal_adhd_strict_compact,4,num__q_qi_0028,0.1571352064174249
internal_adhd_strict_compact,5,num__q_qi_0180,0.04536590676849543
internal_adhd_strict_compact,6,num__q_qi_0182,0.045065379256448976
internal_adhd_strict_compact,7,num__q_qi_0087,0.01529110508830239
internal_adhd_strict_compact,8,num__q_qi_0088,0.014283248358702498
internal_adhd_strict_compact,9,num__q_qi_0041,0.005640525991542766
internal_adhd_strict_compact,10,num__q_completion_ratio,0.004656774183095938
internal_adhd_strict_compact,11,num__q_items_answered,0.004656774183095936
internal_adhd_strict_compact,12,num__q_qi_0063,0.004479785993249844
internal_adhd_strict_compact,13,cat__q_qi_0037_low,0.004025629313579378
internal_adhd_strict_compact,14,num__q_qi_0052,0.00381216801037805
internal_adhd_strict_compact,15,num__q_qi_0056,0.002544340994639234
internal_adhd_strict_compact,16,num__q_qi_0061,0.002541105465826422
internal_adhd_strict_compact,17,num__q_qi_0079,0.0023419192713547573
internal_adhd_strict_compact,18,num__q_qi_0057,0.0019549473232074004
internal_adhd_strict_compact,19,num__q_qi_0038,0.0013331509624018559
