endpoint,method,blueprint,route_module,schema_validacion,servicio_asociado,request_format,response_format,auth_autorizacion,errores_verificables,response_contract,openapi_operation_id,openapi_path_matched
/api/admin/problem-reports/{report_id},PATCH,problem_reports,api.routes.problem_reports,ProblemReportUpdateSchema,"api.services.problem_report_service:admin_update_problem_report, api.services.problem_report_service:get_problem_report_or_404, api.services.problem_report_service:serialize_problem_report",application/json,application/json,JWT+RBAC + ROLES:ADMIN,"invalid_report_id, invalid_user, validation_error",2xx=200; 4xx/5xx=400/401/403/404/500,adminUpdateProblemReport,/api/admin/problem-reports/{id}
/api/admin/psychologists/{user_id}/approve,POST,admin,api.routes.admin,none,api.services.admin_service:approve_psychologist,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,"db_error, invalid_admin, invalid_request, invalid_user_id, missing_professional_card, not_psychologist, user_not_found",2xx=200; 4xx/5xx=400/401/403/404/429/500,approvePsychologist,/api/admin/psychologists/{id}/approve
/api/admin/psychologists/{user_id}/reject,POST,admin,api.routes.admin,PsychologistDecisionSchema,api.services.admin_service:reject_psychologist,application/json,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,"db_error, invalid_admin, invalid_reason, invalid_request, invalid_user_id, missing_professional_card, not_psychologist, user_not_found, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,rejectPsychologist,/api/admin/psychologists/{id}/reject
/api/admin/questionnaires,GET,admin,api.routes.admin,QuestionnaireListQuerySchema,api.services.admin_service:list_questionnaires,query,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,validation_error,2xx=200; 4xx/5xx=400/401/403/429/500,listAdminQuestionnaires,/api/admin/questionnaires
/api/admin/questionnaires/{template_id}/archive,POST,admin,api.routes.admin,none,api.services.admin_service:archive_questionnaire,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,"db_error, invalid_admin, invalid_template_id, template_not_found",2xx=200; 4xx/5xx=400/401/403/404/429/500,archiveQuestionnaire,/api/admin/questionnaires/{id}/archive
/api/admin/questionnaires/{template_id}/clone,POST,admin,api.routes.admin,QuestionnaireCloneRequestSchema,api.services.admin_service:clone_questionnaire,application/json,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,"db_error, invalid_admin, invalid_template_id, template_exists, template_not_found, validation_error",2xx=201; 4xx/5xx=400/401/403/404/409/429/500,cloneQuestionnaireAdmin,/api/admin/questionnaires/{id}/clone
/api/admin/questionnaires/{template_id}/publish,POST,admin,api.routes.admin,none,api.services.admin_service:publish_questionnaire,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,"db_error, invalid_admin, invalid_request, invalid_template_id, template_archived, template_empty, template_not_found",2xx=200; 4xx/5xx=400/401/403/404/409/429/500,publishQuestionnaire,/api/admin/questionnaires/{id}/publish
/api/admin/roles,GET,admin,api.routes.admin,none,api.services.admin_service:list_roles,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,"401, 403, 429, 500",2xx=200; 4xx/5xx=401/403/429/500,listAdminRoles,/api/admin/roles
/api/admin/roles,POST,admin,api.routes.admin,RoleCreateSchema,api.services.admin_service:create_role,application/json,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,"db_error, invalid_admin, invalid_request, role_exists, validation_error",2xx=200; 4xx/5xx=400/401/403/404/500,createAdminRole,/api/admin/roles
/api/admin/users,GET,admin,api.routes.admin,UserListQuerySchema,api.services.admin_service:list_users,query,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,validation_error,2xx=200; 4xx/5xx=400/401/403/429/500,listAdminUsers,/api/admin/users
/api/admin/users/{user_id},PATCH,admin,api.routes.admin,UserPatchSchema,api.services.admin_service:update_user,application/json,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,"invalid_admin, invalid_request, invalid_roles, invalid_user_id, invalid_user_type, missing_professional_card, professional_card_exists, user_not_found, validation_error",2xx=200; 4xx/5xx=400/401/403/404/409/429/500,updateAdminUser,/api/admin/users/{id}
/api/admin/users/{user_id}/mfa/reset,POST,admin,api.routes.admin,none,api.services.admin_service:reset_mfa,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,"db_error, invalid_admin, invalid_user_id, user_not_found",2xx=200; 4xx/5xx=400/401/403/404/429/500,resetUserMfaAdmin,/api/admin/users/{id}/mfa/reset
/api/admin/users/{user_id}/password-reset,POST,admin,api.routes.admin,none,api.services.admin_service:force_password_reset,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,"db_error, invalid_admin, invalid_user_id, user_not_found",2xx=200; 4xx/5xx=400/401/403/404/429/500,resetUserPasswordAdmin,/api/admin/users/{id}/password-reset
/api/admin/users/{user_id}/roles,POST,admin,api.routes.admin,RoleAssignSchema,api.services.admin_service:assign_roles,application/json,application/json,JWT+RBAC + ROLES:ADMIN + rate_limit,"db_error, invalid_admin, invalid_roles, invalid_user_id, user_not_found, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,assignAdminUserRoles,/api/admin/users/{id}/roles
/api/auth/login,POST,auth,api.routes.auth,#/components/schemas/LoginRequest,none,application/json,application/json,public + rate_limit,"account_locked, colpsic_pending, inactive_account, invalid_credentials, invalid_username, mfa_enrollment_required, mfa_required, missing_credentials",2xx=200; 4xx/5xx=400/401/403/423/429/500,loginUser,/api/auth/login
/api/auth/login/mfa,POST,auth,api.routes.auth,#/components/schemas/LoginMFARequest,none,application/json,application/json,public + rate_limit,"colpsic_pending, invalid_challenge, invalid_credentials, invalid_mfa_code, mfa_enrollment_required, mfa_not_enabled, missing_challenge, missing_mfa_code",2xx=200; 4xx/5xx=400/401/403/429/500,completeMfaLogin,/api/auth/login/mfa
/api/auth/logout,POST,auth,api.routes.auth,none,none,none_or_path,application/json,JWT,"csrf_failed, invalid_user",2xx=200; 4xx/5xx=401/403/500,logoutUser,/api/auth/logout
/api/auth/me,GET,auth,api.routes.auth,none,none,none_or_path,application/json,JWT,"invalid_user, mfa_enrollment_only, user_not_found",2xx=200; 4xx/5xx=401/403/404/500,getCurrentUser,/api/auth/me
/api/auth/password/change,POST,auth,api.routes.auth,PasswordChangeSchema,none,application/json,application/json,JWT + rate_limit,"invalid_credentials, invalid_input, invalid_password, invalid_user, mfa_enrollment_only, missing_fields, password_mismatch, user_not_found, validation_error, weak_password",2xx=200; 4xx/5xx=400/401/403/404/429/500,changePassword,/api/auth/password/change
/api/auth/password/forgot,POST,auth,api.routes.auth,PasswordForgotSchema,"api.services.email_service.send_password_reset:send_password_reset, api.services.password_reset_service.create_reset_token:create_reset_token",application/json,application/json,public + rate_limit,"429, 500",2xx=200; 4xx/5xx=429/500,requestPasswordReset,/api/auth/password/forgot
/api/auth/password/reset,POST,auth,api.routes.auth,PasswordResetSchema,"api.services.password_reset_service.lookup_valid_token:lookup_valid_token, api.services.password_reset_service.mark_token_used:mark_token_used",application/json,application/json,public + rate_limit,invalid_token,2xx=200; 4xx/5xx=400/429/500,resetPassword,/api/auth/password/reset
/api/auth/password/reset/verify,GET,auth,api.routes.auth,none,api.services.password_reset_service.lookup_valid_token:lookup_valid_token,query,application/json,public + rate_limit,"400, 429, 500",2xx=200; 4xx/5xx=400/429/500,verifyResetToken,/api/auth/password/reset/verify
/api/auth/refresh,POST,auth,api.routes.auth,none,none,none_or_path,application/json,JWT,"colpsic_pending, csrf_failed, invalid_token, mfa_enrollment_required, token_revoked, user_inactive",2xx=200; 4xx/5xx=401/403/500,refreshSession,/api/auth/refresh
/api/auth/register,POST,auth,api.routes.auth,#/components/schemas/RegisterRequest,api.services.email_service.send_welcome_email:send_welcome_email,application/json,application/json,public + rate_limit,"invalid_email, invalid_full_name, invalid_professional_card, invalid_user_type, invalid_username, missing_fields, missing_professional_card, professional_card_exists, user_exists, weak_password",2xx=201; 4xx/5xx=400/409/429/500,registerUser,/api/auth/register
/api/email/unsubscribe,GET,email,api.routes.email,EmailUnsubscribeSchema,"api.services.unsubscribe_service.upsert_unsubscribe:upsert_unsubscribe, api.services.unsubscribe_service.verify_unsubscribe_token:verify_unsubscribe_token",none_or_path,application/json,public + rate_limit,"invalid_token, server_error, validation_error",2xx=200; 4xx/5xx=400/429/500,unsubscribeEmail,/api/email/unsubscribe
/api/email/unsubscribe,POST,email,api.routes.email,EmailUnsubscribeSchema,"api.services.unsubscribe_service.upsert_unsubscribe:upsert_unsubscribe, api.services.unsubscribe_service.verify_unsubscribe_token:verify_unsubscribe_token",none_or_path,application/json,public + rate_limit,"invalid_token, server_error, validation_error",2xx=200; 4xx/5xx=400/429/500,unsubscribeEmailPost,/api/email/unsubscribe
/api/mfa/confirm,POST,mfa,api.routes.mfa,MFAConfirmSchema,none,application/json,application/json,JWT + rate_limit,"db_error, inactive_account, invalid_mfa_code, invalid_user, mfa_not_initialized, missing_mfa_code, user_not_found, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,confirmMfa,/api/mfa/confirm
/api/mfa/disable,POST,mfa,api.routes.mfa,MFADisableSchema,none,application/json,application/json,JWT + rate_limit,"db_error, inactive_account, invalid_credentials, invalid_mfa_code, invalid_recovery_code, invalid_user, mfa_enrollment_only, mfa_not_enabled, missing_mfa_code, user_not_found, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,disableMfa,/api/mfa/disable
/api/mfa/setup,POST,mfa,api.routes.mfa,none,none,none_or_path,application/json,JWT + rate_limit,"db_error, inactive_account, invalid_user, mfa_already_enabled, user_not_found",2xx=200; 4xx/5xx=401/403/404/409/429/500,setupMfa,/api/mfa/setup
/api/predict,POST,predict,api.routes.predict,PredictSchema,api.services.model_service.predict_all_probabilities:predict_all_probabilities,application/json,application/json,public + rate_limit,"server_error, validation_error",2xx=200; 4xx/5xx=400/500,createPrediction,/api/predict
/api/problem-reports,POST,problem_reports,api.routes.problem_reports,ProblemReportCreateSchema,"api.services.problem_report_service:create_problem_report, api.services.problem_report_service:serialize_problem_report","application/json, multipart/form-data",application/json,JWT,"inactive_account, invalid_user, validation_error",2xx=201; 4xx/5xx=400/401/403/500,createProblemReport,/api/problem-reports
/api/problem-reports/mine,GET,problem_reports,api.routes.problem_reports,ProblemReportListQuerySchema,"api.services.problem_report_service:list_my_problem_reports, api.services.problem_report_service:serialize_problem_report",query,application/json,JWT,"invalid_user, validation_error",2xx=200; 4xx/5xx=401/500,listMyProblemReports,/api/problem-reports/mine
/api/v1/evaluations,POST,evaluations,api.routes.evaluations,EvaluationCreateSchema,"api.services.evaluation_service.attach_access_key:attach_access_key, api.services.evaluation_service.build_evaluation_payload:build_evaluation_payload, api.services.evaluation_service.build_evaluation_responses:build_evaluation_responses, api.services.evaluation_service.generate_access_key:generate_access_key, api.services.evaluation_service.get_template_questions_map:get_template_questions_map, api.services.evaluation_service.validate_response_value:validate_response_value, api.services.questionnaire_service.get_active_template:get_active_template",application/json,application/json,JWT,"db_error, duplicate_question_id, forbidden_subject, inactive_account, invalid_access_key, invalid_age, invalid_anonymous_subject, invalid_evaluation_date, invalid_question_id, invalid_response_value, invalid_status, invalid_subject_id, invalid_user, missing_question_id, missing_responses, missing_subject_id, no_active_template, subject_not_found, template_empty, user_not_found, validation_error",2xx=201; 4xx/5xx=400/401/403/404/409/500,createEvaluation,/api/v1/evaluations
/api/v1/questionnaire-runtime/admin/bootstrap,POST,questionnaire_runtime,api.routes.questionnaire_runtime,none,api.services.questionnaire_runtime_service:ensure_runtime_bootstrap,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN,"400, 401, 403, 404, 429, 500",2xx=201; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_admin_bootstrap,/api/v1/questionnaire-runtime/admin/bootstrap
/api/v1/questionnaire-runtime/admin/sections/{section_id}/questions,POST,questionnaire_runtime,api.routes.questionnaire_runtime,RuntimeAdminQuestionSchema,api.services.questionnaire_runtime_service:create_question,application/json,application/json,JWT+RBAC + ROLES:ADMIN,"invalid_section_id, validation_error",2xx=201; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_admin_sections_section_id_questions,/api/v1/questionnaire-runtime/admin/sections/{section_id}/questions
/api/v1/questionnaire-runtime/admin/templates,POST,questionnaire_runtime,api.routes.questionnaire_runtime,RuntimeAdminTemplateCreateSchema,api.services.questionnaire_runtime_service:create_template,application/json,application/json,JWT+RBAC + ROLES:ADMIN,validation_error,2xx=201; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_admin_templates,/api/v1/questionnaire-runtime/admin/templates
/api/v1/questionnaire-runtime/admin/templates/{template_id}/active,POST,questionnaire_runtime,api.routes.questionnaire_runtime,RuntimeAdminTemplateActiveSchema,api.services.questionnaire_runtime_service:set_template_active,application/json,application/json,JWT+RBAC + ROLES:ADMIN,"invalid_template_id, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_admin_templates_template_id_active,/api/v1/questionnaire-runtime/admin/templates/{template_id}/active
/api/v1/questionnaire-runtime/admin/templates/{template_id}/versions,GET,questionnaire_runtime,api.routes.questionnaire_runtime,none,api.services.questionnaire_runtime_service:list_template_versions,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN,invalid_template_id,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v1_questionnaire_runtime_admin_templates_template_id_versions,/api/v1/questionnaire-runtime/admin/templates/{template_id}/versions
/api/v1/questionnaire-runtime/admin/templates/{template_id}/versions,POST,questionnaire_runtime,api.routes.questionnaire_runtime,RuntimeAdminVersionCreateSchema,api.services.questionnaire_runtime_service:create_template_version,application/json,application/json,JWT+RBAC + ROLES:ADMIN,"invalid_template_id, validation_error",2xx=201; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_admin_templates_template_id_versions,/api/v1/questionnaire-runtime/admin/templates/{template_id}/versions
/api/v1/questionnaire-runtime/admin/versions/{version_id},GET,questionnaire_runtime,api.routes.questionnaire_runtime,none,api.services.questionnaire_runtime_service:serialize_questionnaire,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN,"invalid_version_id, version_not_found",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v1_questionnaire_runtime_admin_versions_version_id,/api/v1/questionnaire-runtime/admin/versions/{version_id}
/api/v1/questionnaire-runtime/admin/versions/{version_id}/disclosures,POST,questionnaire_runtime,api.routes.questionnaire_runtime,RuntimeAdminDisclosureSchema,api.services.questionnaire_runtime_service:create_or_update_disclosure,application/json,application/json,JWT+RBAC + ROLES:ADMIN,"invalid_version_id, validation_error",2xx=201; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_admin_versions_version_id_disclosures,/api/v1/questionnaire-runtime/admin/versions/{version_id}/disclosures
/api/v1/questionnaire-runtime/admin/versions/{version_id}/publish,POST,questionnaire_runtime,api.routes.questionnaire_runtime,none,api.services.questionnaire_runtime_service:publish_template_version,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN,invalid_version_id,2xx=200; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_admin_versions_version_id_publish,/api/v1/questionnaire-runtime/admin/versions/{version_id}/publish
/api/v1/questionnaire-runtime/admin/versions/{version_id}/sections,POST,questionnaire_runtime,api.routes.questionnaire_runtime,RuntimeAdminSectionSchema,api.services.questionnaire_runtime_service:create_section,application/json,application/json,JWT+RBAC + ROLES:ADMIN,"invalid_version_id, validation_error",2xx=201; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_admin_versions_version_id_sections,/api/v1/questionnaire-runtime/admin/versions/{version_id}/sections
/api/v1/questionnaire-runtime/evaluations/draft,POST,questionnaire_runtime,api.routes.questionnaire_runtime,RuntimeCreateDraftSchema,api.services.questionnaire_runtime_service:create_evaluation_draft,application/json,application/json,JWT,"inactive_account, invalid_user, validation_error",2xx=201; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_evaluations_draft,/api/v1/questionnaire-runtime/evaluations/draft
/api/v1/questionnaire-runtime/evaluations/history,GET,questionnaire_runtime,api.routes.questionnaire_runtime,none,api.services.questionnaire_runtime_service:list_user_evaluations,query,application/json,JWT,invalid_user,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v1_questionnaire_runtime_evaluations_history,/api/v1/questionnaire-runtime/evaluations/history
/api/v1/questionnaire-runtime/evaluations/{evaluation_id},DELETE,questionnaire_runtime,api.routes.questionnaire_runtime,none,"api.services.questionnaire_runtime_service:get_user_evaluation_or_404, api.services.questionnaire_runtime_service:soft_delete_evaluation",none_or_path,application/json,JWT,"invalid_evaluation_id, invalid_user",2xx=200; 4xx/5xx=400/401/403/404/429/500,delete_api_v1_questionnaire_runtime_evaluations_evaluation_id,/api/v1/questionnaire-runtime/evaluations/{evaluation_id}
/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/draft,PATCH,questionnaire_runtime,api.routes.questionnaire_runtime,RuntimeSaveDraftSchema,"api.services.questionnaire_runtime_service:get_user_evaluation_or_404, api.services.questionnaire_runtime_service:save_draft_answers",application/json,application/json,JWT,"invalid_evaluation_id, invalid_user, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,patch_api_v1_questionnaire_runtime_evaluations_evaluation_id_draft,/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/draft
/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/export,GET,questionnaire_runtime,api.routes.questionnaire_runtime,none,"api.services.questionnaire_runtime_service:export_evaluation_payload, api.services.questionnaire_runtime_service:get_user_evaluation_or_404",query,application/json,JWT,"invalid_evaluation_id, invalid_user",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v1_questionnaire_runtime_evaluations_evaluation_id_export,/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/export
/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/heartbeat,POST,questionnaire_runtime,api.routes.questionnaire_runtime,none,"api.services.questionnaire_runtime_service:get_user_evaluation_or_404, api.services.questionnaire_runtime_service:heartbeat_presence",none_or_path,application/json,JWT,"invalid_evaluation_id, invalid_user",2xx=200; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_evaluations_evaluation_id_heartbeat,/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/heartbeat
/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/responses,GET,questionnaire_runtime,api.routes.questionnaire_runtime,none,"api.services.questionnaire_runtime_service:get_responses_payload, api.services.questionnaire_runtime_service:get_user_evaluation_or_404",none_or_path,application/json,JWT,"invalid_evaluation_id, invalid_user",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v1_questionnaire_runtime_evaluations_evaluation_id_responses,/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/responses
/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/results,GET,questionnaire_runtime,api.routes.questionnaire_runtime,none,"api.services.questionnaire_runtime_service:get_results_payload, api.services.questionnaire_runtime_service:get_user_evaluation_or_404",none_or_path,application/json,JWT,"invalid_evaluation_id, invalid_user",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v1_questionnaire_runtime_evaluations_evaluation_id_results,/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/results
/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/status,GET,questionnaire_runtime,api.routes.questionnaire_runtime,none,"api.services.questionnaire_runtime_service:_status_payload, api.services.questionnaire_runtime_service:get_user_evaluation_or_404",none_or_path,application/json,JWT,"invalid_evaluation_id, invalid_user",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v1_questionnaire_runtime_evaluations_evaluation_id_status,/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/status
/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/submit,POST,questionnaire_runtime,api.routes.questionnaire_runtime,RuntimeSubmitSchema,"api.services.questionnaire_runtime_service:get_user_evaluation_or_404, api.services.questionnaire_runtime_service:submit_evaluation",application/json,application/json,JWT,"invalid_evaluation_id, invalid_user, validation_error",2xx=202; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_evaluations_evaluation_id_submit,/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/submit
/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/validate-section,POST,questionnaire_runtime,api.routes.questionnaire_runtime,RuntimeValidateSectionSchema,"api.services.questionnaire_runtime_service:evaluate_section_completeness, api.services.questionnaire_runtime_service:get_user_evaluation_or_404",application/json,application/json,JWT,"invalid_evaluation_id, invalid_user, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_evaluations_evaluation_id_validate_section,/api/v1/questionnaire-runtime/evaluations/{evaluation_id}/validate-section
/api/v1/questionnaire-runtime/notifications,GET,questionnaire_runtime,api.routes.questionnaire_runtime,none,api.services.questionnaire_runtime_service:list_notifications,query,application/json,JWT,invalid_user,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v1_questionnaire_runtime_notifications,/api/v1/questionnaire-runtime/notifications
/api/v1/questionnaire-runtime/notifications/{notification_id}/read,PATCH,questionnaire_runtime,api.routes.questionnaire_runtime,none,api.services.questionnaire_runtime_service:mark_notification_read,none_or_path,application/json,JWT,"invalid_notification_id, invalid_user",2xx=200; 4xx/5xx=400/401/403/404/429/500,patch_api_v1_questionnaire_runtime_notifications_notification_id_read,/api/v1/questionnaire-runtime/notifications/{notification_id}/read
/api/v1/questionnaire-runtime/professional/access,POST,questionnaire_runtime,api.routes.questionnaire_runtime,RuntimeProfessionalAccessSchema,api.services.questionnaire_runtime_service:professional_access,application/json,application/json,JWT,"invalid_user, professional_role_required, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,post_api_v1_questionnaire_runtime_professional_access,/api/v1/questionnaire-runtime/professional/access
/api/v1/questionnaire-runtime/professional/evaluations/{evaluation_id}/access,DELETE,questionnaire_runtime,api.routes.questionnaire_runtime,none,"api.services.questionnaire_runtime_service:professional_guard, api.services.questionnaire_runtime_service:release_professional_access",none_or_path,application/json,JWT,"invalid_evaluation_id, invalid_user, professional_role_required",2xx=200; 4xx/5xx=400/401/403/404/429/500,delete_api_v1_questionnaire_runtime_professional_evaluations_evaluation_id_access,/api/v1/questionnaire-runtime/professional/evaluations/{evaluation_id}/access
/api/v1/questionnaire-runtime/professional/evaluations/{evaluation_id}/responses,GET,questionnaire_runtime,api.routes.questionnaire_runtime,none,"api.services.questionnaire_runtime_service:get_responses_payload, api.services.questionnaire_runtime_service:professional_guard",none_or_path,application/json,JWT,"evaluation_deleted_by_user, invalid_evaluation_id, invalid_user, professional_role_required",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v1_questionnaire_runtime_professional_evaluations_evaluation_id_responses,/api/v1/questionnaire-runtime/professional/evaluations/{evaluation_id}/responses
/api/v1/questionnaire-runtime/professional/evaluations/{evaluation_id}/results,GET,questionnaire_runtime,api.routes.questionnaire_runtime,none,"api.services.questionnaire_runtime_service:get_results_payload, api.services.questionnaire_runtime_service:professional_guard",none_or_path,application/json,JWT,"evaluation_deleted_by_user, invalid_evaluation_id, invalid_user, professional_role_required",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v1_questionnaire_runtime_professional_evaluations_evaluation_id_results,/api/v1/questionnaire-runtime/professional/evaluations/{evaluation_id}/results
/api/v1/questionnaire-runtime/professional/evaluations/{evaluation_id}/tag,PATCH,questionnaire_runtime,api.routes.questionnaire_runtime,RuntimeProfessionalTagSchema,"api.services.questionnaire_runtime_service:professional_guard, api.services.questionnaire_runtime_service:set_professional_tag",application/json,application/json,JWT,"invalid_evaluation_id, invalid_user, professional_role_required, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,patch_api_v1_questionnaire_runtime_professional_evaluations_evaluation_id_tag,/api/v1/questionnaire-runtime/professional/evaluations/{evaluation_id}/tag
/api/v1/questionnaire-runtime/questionnaire/active,GET,questionnaire_runtime,api.routes.questionnaire_runtime,none,api.services.questionnaire_runtime_service:get_active_questionnaire_payload,none_or_path,application/json,JWT,"400, 401, 403, 404, 429, 500",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v1_questionnaire_runtime_questionnaire_active,/api/v1/questionnaire-runtime/questionnaire/active
/api/v1/questionnaires,POST,questionnaires,api.routes.questionnaires,QuestionnaireCreateSchema,none,application/json,application/json,JWT+RBAC + ROLES:ADMIN,"db_error, template_exists, validation_error",2xx=201; 4xx/5xx=400/401/403/409/500,createQuestionnaire,/api/v1/questionnaires
