feature,importance_mean
num__ysr_057,0.0
num__ysr_060,0.0
num__ysr_070,0.0
num__ysr_061,0.0
num__ysr_062,0.0
num__ysr_063,0.0
num__ysr_064,0.0
num__ysr_065,0.0
num__ysr_066,0.0
num__ysr_084,0.0
num__ysr_069,0.0
num__ysr_083,0.0
num__ysr_094,0.0
num__ysr_085,0.0
num__ysr_110,0.0
num__ysr_104,0.0
num__ysr_105,0.0
num__ysr_106,0.0
num__has_ari_sr,0.0
num__ysr_107,0.0
num__ysr_108,0.0
num__ysr_109,0.0
num__ysr_111,0.0
num__ysr_086,0.0
num__ysr_112,0.0
num__ysr_anxious_depressed_proxy,0.0
num__ysr_attention_problems_proxy,0.0
num__ysr_rule_breaking_proxy,0.0
num__ysr_aggressive_behavior_proxy,0.0
num__ysr_internalizing_proxy,0.0
num__ysr_externalizing_proxy,0.0
num__ysr_103,0.0
num__ysr_102,0.0
num__ysr_101,0.0
num__ysr_100,0.0
num__ysr_087,0.0
num__ysr_088,0.0
num__ysr_090,0.0
num__ysr_091,0.0
num__ysr_092,0.0
num__ysr_093,0.0
num__has_mfq_sr,0.0
num__has_cbcl,0.0
num__ysr_048,0.0
num__ysr_095,0.0
num__has_ari_p,0.0
num__ysr_096,0.0
cat__sex_assigned_at_birth_Unknown,0.0
num__ysr_097,0.0
num__ysr_098,0.0
num__ysr_049,0.0
num__conners_20,0.0
num__ysr_047,0.0
num__has_mfq_p,0.0
num__conners_25,0.0
num__has_scared_sr,0.0
num__conners_26,0.0
num__has_swan,0.0
num__conners_cognitive_problems,0.0
num__conners_hyperactivity,0.0
num__has_icut,0.0
num__has_cdi,0.0
num__conners_23,0.0
num__has_scared_p,0.0
num__release,0.0
num__has_ysr,0.0
num__ysr_001,0.0
num__ysr_002,0.0
num__ysr_003,0.0
num__ysr_004,0.0
num__conners_24,0.0
num__has_conners,0.0
num__ysr_046,0.0
num__conners_13,0.0
num__conners_18,0.0
num__conners_17,0.0
num__conners_16,0.0
num__conners_15,0.0
num__has_sdq,0.0
num__conners_21,0.0
num__conners_14,0.0
num__conners_12,0.0
num__conners_03,0.0
num__conners_11,0.0
num__conners_10,0.0
num__conners_09,0.0
num__conners_08,0.0
num__conners_07,0.0
num__conners_06,0.0
num__conners_05,0.0
num__ysr_005,0.0
num__ysr_006,0.0
num__ysr_007,0.0
num__ysr_037,0.0
num__ysr_030,0.0
num__ysr_031,0.0
num__conners_19,0.0
num__ysr_033,0.0
num__ysr_034,0.0
num__ysr_035,0.0
num__ysr_036,0.0
num__ysr_038,0.0
num__ysr_008,0.0
num__ysr_039,0.0
num__ysr_040,0.0
num__ysr_041,0.0
num__ysr_042,0.0
num__ysr_043,0.0
num__ysr_044,0.0
num__ysr_045,0.0
num__ysr_029,0.0
num__ysr_028,0.0
num__ysr_027,0.0
num__ysr_026,0.0
num__ysr_009,0.0
num__ysr_010,0.0
num__ysr_011,0.0
num__ysr_012,0.0
num__ysr_013,0.0
num__ysr_014,0.0
num__ysr_015,0.0
num__ysr_017,0.0
num__ysr_018,0.0
num__ysr_019,0.0
num__ysr_020,0.0
num__ysr_021,0.0
num__ysr_023,0.0
num__ysr_024,0.0
num__ysr_025,0.0
num__ysr_032,0.0
