file_path,purpose,line_count,heading_count,ambiguity_flags,placeholder_markers,final_state_consistency,classification,recommended_action,notes
data/finalization_and_recovery_v1/elimination_recovery/elimination_final_decision.md,evidencia y reportes versionados del pipeline ML,4,1,muy_corto,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/elimination_recovery/elimination_recovery_report.md,evidencia y reportes versionados del pipeline ML,5,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/final_reports/anxiety_final_behavior_report.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/final_reports/conduct_final_behavior_report.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/final_reports/depression_final_behavior_report.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/reports/closure_justification_anxiety.md,evidencia y reportes versionados del pipeline ML,8,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/reports/closure_justification_conduct.md,evidencia y reportes versionados del pipeline ML,8,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/reports/closure_justification_depression.md,evidencia y reportes versionados del pipeline ML,8,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/reports/final_recommendations_next_iteration.md,evidencia y reportes versionados del pipeline ML,5,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/reports/five_domain_final_decision_report.md,evidencia y reportes versionados del pipeline ML,7,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/reports/input_summary.md,evidencia y reportes versionados del pipeline ML,5,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/reports/iteration_closure_summary.md,evidencia y reportes versionados del pipeline ML,5,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/reports/product_scope_final_results.md,evidencia y reportes versionados del pipeline ML,3,1,muy_corto,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/reports/thesis_ready_final_results.md,evidencia y reportes versionados del pipeline ML,3,1,muy_corto,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/reports/why_continue_adhd_elimination.md,evidencia y reportes versionados del pipeline ML,3,1,muy_corto,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/finalization_and_recovery_v1/reports/why_stop_anxiety_conduct_depression_here.md,evidencia y reportes versionados del pipeline ML,3,1,muy_corto,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/domain_generalization_decisions.md,evidencia y reportes versionados del pipeline ML,7,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/final_model_classification.md,evidencia y reportes versionados del pipeline ML,7,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/final_recommendations_for_project.md,evidencia y reportes versionados del pipeline ML,9,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/generalization_criteria.md,evidencia y reportes versionados del pipeline ML,14,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/generalization_gate_summary.md,evidencia y reportes versionados del pipeline ML,7,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/input_summary.md,evidencia y reportes versionados del pipeline ML,13,2,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/leakage_gate_report.md,evidencia y reportes versionados del pipeline ML,10,2,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/learning_curve_interpretation.md,evidencia y reportes versionados del pipeline ML,8,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/noise_robustness_report.md,evidencia y reportes versionados del pipeline ML,4,1,muy_corto,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/overfit_audit_summary.md,evidencia y reportes versionados del pipeline ML,8,2,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/realism_shift_report.md,evidencia y reportes versionados del pipeline ML,4,1,muy_corto,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/retraining_summary.md,evidencia y reportes versionados del pipeline ML,3,1,muy_corto,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/generalization_gate_v1/reports/threshold_and_calibration_stability.md,evidencia y reportes versionados del pipeline ML,4,1,muy_corto,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/md_traceability_index.md,evidencia y reportes versionados del pipeline ML,115,1,none,none,aligned_or_historical,ok,mantener,none
data/processed/dataset_dictionary.md,evidencia y reportes versionados del pipeline ML,40,3,none,none,aligned_or_historical,ok,mantener,none
data/processed/model_readiness_report.md,evidencia y reportes versionados del pipeline ML,23,5,none,none,aligned_or_historical,ok,mantener,none
data/processed/preprocessing_decisions.md,evidencia y reportes versionados del pipeline ML,9,1,none,none,aligned_or_historical,ok,mantener,none
data/processed/random_forest_evaluation_spec.md,evidencia y reportes versionados del pipeline ML,37,1,none,none,aligned_or_historical,ok,mantener,none
data/processed/reports/dataset_dictionary.md,evidencia y reportes versionados del pipeline ML,40,3,none,none,aligned_or_historical,ok,mantener,none
data/processed/reports/model_readiness_report.md,evidencia y reportes versionados del pipeline ML,23,5,none,none,aligned_or_historical,ok,mantener,none
data/processed/reports/preprocessing_decisions.md,evidencia y reportes versionados del pipeline ML,9,1,none,none,aligned_or_historical,ok,mantener,none
data/processed/reports/random_forest_evaluation_spec.md,evidencia y reportes versionados del pipeline ML,37,1,none,none,aligned_or_historical,ok,mantener,none
data/processed_dsm5_exact_v1/dataset_layering_guide.md,evidencia y reportes versionados del pipeline ML,10,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/domain_derivation_rules.md,evidencia y reportes versionados del pipeline ML,7,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/mandatory_parameter_completeness_report.md,evidencia y reportes versionados del pipeline ML,10,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/modelability_audit/reports/core_criteria_sufficiency_decision.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/modelability_audit/reports/feature_signal_risk_report.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/modelability_audit/reports/final_modelability_decisions.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/modelability_audit/reports/modelability_audit_summary.md,evidencia y reportes versionados del pipeline ML,19,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/modelability_audit/reports/modelability_input_summary.md,evidencia y reportes versionados del pipeline ML,12,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/modelability_audit/reports/modelability_scoring_method.md,evidencia y reportes versionados del pipeline ML,18,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/modelability_audit/reports/overclaiming_risk_report.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/modelability_audit/reports/rigor_vs_coverage_tradeoff_report.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/modelability_audit/reports/target_build_quality_report.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/modelability_audit/reports/training_readiness_recommendations.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/modelability_audit/reports/unit_coverage_summary.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/modelability_audit/reports/workflow_impact_summary.md,evidencia y reportes versionados del pipeline ML,7,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/reports/comparison_vs_previous_generation.md,evidencia y reportes versionados del pipeline ML,9,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/reports/coverage_and_gaps_report.md,evidencia y reportes versionados del pipeline ML,14,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/reports/dsm5_exact_dataset_dictionary.md,evidencia y reportes versionados del pipeline ML,19,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/reports/internal_exact_vs_external_domain_explanation.md,evidencia y reportes versionados del pipeline ML,7,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/reports/model_readiness_dsm5_exact.md,evidencia y reportes versionados del pipeline ML,6,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/reports/normative_rebuild_readiness.md,evidencia y reportes versionados del pipeline ML,9,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/reports/rebuild_summary.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/target_construction_rules.md,evidencia y reportes versionados del pipeline ML,6,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_dsm5_exact_v1/validation_summary_dsm5_exact.md,evidencia y reportes versionados del pipeline ML,5,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/modelability_audit/reports/core_criteria_sufficiency_decision.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/modelability_audit/reports/feature_signal_risk_report.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/modelability_audit/reports/final_modelability_decisions.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/modelability_audit/reports/modelability_audit_summary.md,evidencia y reportes versionados del pipeline ML,19,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/modelability_audit/reports/modelability_input_summary.md,evidencia y reportes versionados del pipeline ML,12,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/modelability_audit/reports/modelability_scoring_method.md,evidencia y reportes versionados del pipeline ML,18,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/modelability_audit/reports/overclaiming_risk_report.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/modelability_audit/reports/rigor_vs_coverage_tradeoff_report.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/modelability_audit/reports/target_build_quality_report.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/modelability_audit/reports/training_readiness_recommendations.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/modelability_audit/reports/unit_coverage_summary.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/modelability_audit/reports/workflow_impact_summary.md,evidencia y reportes versionados del pipeline ML,7,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/processed_hybrid_dsm5_v2/reports/hybrid_build_summary.md,evidencia y reportes versionados del pipeline ML,14,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/questionnaire_dsm5_v1/questionnaire_build_summary.md,evidencia y reportes versionados del pipeline ML,7,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
data/questionnaire_dsm5_v1/questionnaire_scoring_logic.md,evidencia y reportes versionados del pipeline ML,11,1,none,none,aligned_or_historical,ok,mantener,snapshot historico versionado; usar junto a reportes de cierre final
docs/OPENAPI_GUIDE.md,documentacion de arquitectura/API/DB,73,11,none,none,aligned_or_historical,ok,mantener,none
docs/database_schema.md,documentacion de arquitectura/API/DB,81,13,none,none,aligned_or_historical,ok,mantener,none
