pregunta_encuesta,dataset_origen,columna_origen,feature_final,tipo_respuesta,opciones_permitidas,rango_esperado,trastorno_relacionado,aplica_a_edad,requerida_opcional,modalidad
sdq_20,master_inference_ready_strict,sdq_20,sdq_20,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_21,master_inference_ready_strict,sdq_21,sdq_21,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_22,master_inference_ready_strict,sdq_22,sdq_22,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_23,master_inference_ready_strict,sdq_23,sdq_23,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_24,master_inference_ready_strict,sdq_24,sdq_24,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_25,master_inference_ready_strict,sdq_25,sdq_25,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_emotional_symptoms,master_inference_ready_strict,sdq_emotional_symptoms,sdq_emotional_symptoms,numeric,,0.0000|8.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_impact,master_inference_ready_strict,sdq_impact,sdq_impact,numeric,,0.0000|7.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_peer_problems,master_inference_ready_strict,sdq_peer_problems,sdq_peer_problems,numeric,,0.0000|10.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_prosocial_behavior,master_inference_ready_strict,sdq_prosocial_behavior,sdq_prosocial_behavior,numeric,,0.0000|8.0000,transdiagnostic,6-11,optional,reporte_cuidador
sdq_total_difficulties,master_inference_ready_strict,sdq_total_difficulties,sdq_total_difficulties,numeric,,0.0000|38.0000,transdiagnostic,6-11,optional,reporte_cuidador
ysr_001,master_inference_ready_strict,ysr_001,ysr_001,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_002,master_inference_ready_strict,ysr_002,ysr_002,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_003,master_inference_ready_strict,ysr_003,ysr_003,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_004,master_inference_ready_strict,ysr_004,ysr_004,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_005,master_inference_ready_strict,ysr_005,ysr_005,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_006,master_inference_ready_strict,ysr_006,ysr_006,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_007,master_inference_ready_strict,ysr_007,ysr_007,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_008,master_inference_ready_strict,ysr_008,ysr_008,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_009,master_inference_ready_strict,ysr_009,ysr_009,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_010,master_inference_ready_strict,ysr_010,ysr_010,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_011,master_inference_ready_strict,ysr_011,ysr_011,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_012,master_inference_ready_strict,ysr_012,ysr_012,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_013,master_inference_ready_strict,ysr_013,ysr_013,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_014,master_inference_ready_strict,ysr_014,ysr_014,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_015,master_inference_ready_strict,ysr_015,ysr_015,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_016,master_inference_ready_strict,ysr_016,ysr_016,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_017,master_inference_ready_strict,ysr_017,ysr_017,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_018,master_inference_ready_strict,ysr_018,ysr_018,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_019,master_inference_ready_strict,ysr_019,ysr_019,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_020,master_inference_ready_strict,ysr_020,ysr_020,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_021,master_inference_ready_strict,ysr_021,ysr_021,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_022,master_inference_ready_strict,ysr_022,ysr_022,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_023,master_inference_ready_strict,ysr_023,ysr_023,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_024,master_inference_ready_strict,ysr_024,ysr_024,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_025,master_inference_ready_strict,ysr_025,ysr_025,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_026,master_inference_ready_strict,ysr_026,ysr_026,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_027,master_inference_ready_strict,ysr_027,ysr_027,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_028,master_inference_ready_strict,ysr_028,ysr_028,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_029,master_inference_ready_strict,ysr_029,ysr_029,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_030,master_inference_ready_strict,ysr_030,ysr_030,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_031,master_inference_ready_strict,ysr_031,ysr_031,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_032,master_inference_ready_strict,ysr_032,ysr_032,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_033,master_inference_ready_strict,ysr_033,ysr_033,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_034,master_inference_ready_strict,ysr_034,ysr_034,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_035,master_inference_ready_strict,ysr_035,ysr_035,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_036,master_inference_ready_strict,ysr_036,ysr_036,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_037,master_inference_ready_strict,ysr_037,ysr_037,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_038,master_inference_ready_strict,ysr_038,ysr_038,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_039,master_inference_ready_strict,ysr_039,ysr_039,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_040,master_inference_ready_strict,ysr_040,ysr_040,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_041,master_inference_ready_strict,ysr_041,ysr_041,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_042,master_inference_ready_strict,ysr_042,ysr_042,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_043,master_inference_ready_strict,ysr_043,ysr_043,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_044,master_inference_ready_strict,ysr_044,ysr_044,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_045,master_inference_ready_strict,ysr_045,ysr_045,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_046,master_inference_ready_strict,ysr_046,ysr_046,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_047,master_inference_ready_strict,ysr_047,ysr_047,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_048,master_inference_ready_strict,ysr_048,ysr_048,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_049,master_inference_ready_strict,ysr_049,ysr_049,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_050,master_inference_ready_strict,ysr_050,ysr_050,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_051,master_inference_ready_strict,ysr_051,ysr_051,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_052,master_inference_ready_strict,ysr_052,ysr_052,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_053,master_inference_ready_strict,ysr_053,ysr_053,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_054,master_inference_ready_strict,ysr_054,ysr_054,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_055,master_inference_ready_strict,ysr_055,ysr_055,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_056,master_inference_ready_strict,ysr_056,ysr_056,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_057,master_inference_ready_strict,ysr_057,ysr_057,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_058,master_inference_ready_strict,ysr_058,ysr_058,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_059,master_inference_ready_strict,ysr_059,ysr_059,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_060,master_inference_ready_strict,ysr_060,ysr_060,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_061,master_inference_ready_strict,ysr_061,ysr_061,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_062,master_inference_ready_strict,ysr_062,ysr_062,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_063,master_inference_ready_strict,ysr_063,ysr_063,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_064,master_inference_ready_strict,ysr_064,ysr_064,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_065,master_inference_ready_strict,ysr_065,ysr_065,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_066,master_inference_ready_strict,ysr_066,ysr_066,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_067,master_inference_ready_strict,ysr_067,ysr_067,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_068,master_inference_ready_strict,ysr_068,ysr_068,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_069,master_inference_ready_strict,ysr_069,ysr_069,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_070,master_inference_ready_strict,ysr_070,ysr_070,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_071,master_inference_ready_strict,ysr_071,ysr_071,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_072,master_inference_ready_strict,ysr_072,ysr_072,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_073,master_inference_ready_strict,ysr_073,ysr_073,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_074,master_inference_ready_strict,ysr_074,ysr_074,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_075,master_inference_ready_strict,ysr_075,ysr_075,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_076,master_inference_ready_strict,ysr_076,ysr_076,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_077,master_inference_ready_strict,ysr_077,ysr_077,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_078,master_inference_ready_strict,ysr_078,ysr_078,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_079,master_inference_ready_strict,ysr_079,ysr_079,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_080,master_inference_ready_strict,ysr_080,ysr_080,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_081,master_inference_ready_strict,ysr_081,ysr_081,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_082,master_inference_ready_strict,ysr_082,ysr_082,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_083,master_inference_ready_strict,ysr_083,ysr_083,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_084,master_inference_ready_strict,ysr_084,ysr_084,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_085,master_inference_ready_strict,ysr_085,ysr_085,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_086,master_inference_ready_strict,ysr_086,ysr_086,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_087,master_inference_ready_strict,ysr_087,ysr_087,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_088,master_inference_ready_strict,ysr_088,ysr_088,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_089,master_inference_ready_strict,ysr_089,ysr_089,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_090,master_inference_ready_strict,ysr_090,ysr_090,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_091,master_inference_ready_strict,ysr_091,ysr_091,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_092,master_inference_ready_strict,ysr_092,ysr_092,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_093,master_inference_ready_strict,ysr_093,ysr_093,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_094,master_inference_ready_strict,ysr_094,ysr_094,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_095,master_inference_ready_strict,ysr_095,ysr_095,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_096,master_inference_ready_strict,ysr_096,ysr_096,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_097,master_inference_ready_strict,ysr_097,ysr_097,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_098,master_inference_ready_strict,ysr_098,ysr_098,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_099,master_inference_ready_strict,ysr_099,ysr_099,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_100,master_inference_ready_strict,ysr_100,ysr_100,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_101,master_inference_ready_strict,ysr_101,ysr_101,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_102,master_inference_ready_strict,ysr_102,ysr_102,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_103,master_inference_ready_strict,ysr_103,ysr_103,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_104,master_inference_ready_strict,ysr_104,ysr_104,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_105,master_inference_ready_strict,ysr_105,ysr_105,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_106,master_inference_ready_strict,ysr_106,ysr_106,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_107,master_inference_ready_strict,ysr_107,ysr_107,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_108,master_inference_ready_strict,ysr_108,ysr_108,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_109,master_inference_ready_strict,ysr_109,ysr_109,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_110,master_inference_ready_strict,ysr_110,ysr_110,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_111,master_inference_ready_strict,ysr_111,ysr_111,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_112,master_inference_ready_strict,ysr_112,ysr_112,numeric,,0.0000|2.0000,transdiagnostic,6-11,optional,autoreporte
ysr_externalizing_proxy,master_inference_ready_strict,ysr_externalizing_proxy,ysr_externalizing_proxy,numeric,,4.0000|39.0000,transdiagnostic,6-11,optional,autoreporte
ysr_internalizing_proxy,master_inference_ready_strict,ysr_internalizing_proxy,ysr_internalizing_proxy,numeric,,3.0000|32.0000,transdiagnostic,6-11,optional,autoreporte
