mode,domain,metric,legacy_value,v6_value,v7_value,v8_value,delta_v8_vs_legacy,delta_v8_vs_v6,delta_v8_vs_v7,equivalence_score_pre_mode,equivalence_score_post_mode,output_readiness_status,honesty_proxy,robustness_proxy
psychologist,conduct,pr_auc,0.9381,0.938253816271466,0.938253816271466,0.938253816271466,0.00015381627146593413,0.0,0.0,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,conduct,brier,0.0368,0.03831887901677492,0.0383188790167749,0.0383188790167749,0.0015188790167749017,-2.0816681711721685e-17,0.0,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,elimination,precision,0.9402,0.9416666666666667,0.9416666666666668,0.9416666666666668,0.0014666666666667272,1.1102230246251565e-16,0.0,0.9835836277974088,1.0,uncertainty_preferred,1.0,1.0
psychologist,elimination,recall,0.6832,0.7018633540372671,0.7018633540372671,0.7018633540372671,0.018663354037267044,0.0,0.0,0.9835836277974088,1.0,uncertainty_preferred,1.0,1.0
psychologist,elimination,specificity,0.944,0.944,0.944,0.944,0.0,0.0,0.0,0.9835836277974088,1.0,uncertainty_preferred,1.0,1.0
psychologist,elimination,balanced_accuracy,0.8136,0.8229316770186335,0.8229316770186335,0.8229316770186335,0.009331677018633466,0.0,0.0,0.9835836277974088,1.0,uncertainty_preferred,1.0,1.0
psychologist,elimination,f1,0.7914,0.8042704626334519,0.8042704626334519,0.8042704626334519,0.012870462633451929,0.0,0.0,0.9835836277974088,1.0,uncertainty_preferred,1.0,1.0
psychologist,elimination,roc_auc,0.877,0.8799006211180124,0.8799006211180124,0.8799006211180124,0.0029006211180123698,0.0,0.0,0.9835836277974088,1.0,uncertainty_preferred,1.0,1.0
psychologist,elimination,pr_auc,0.8958,0.8998706446315464,0.8998706446315464,0.8998706446315464,0.004070644631546383,0.0,0.0,0.9835836277974088,1.0,uncertainty_preferred,1.0,1.0
psychologist,elimination,brier,0.1371,0.1356692469342928,0.1356692469342928,0.1356692469342928,-0.0014307530657071965,0.0,0.0,0.9835836277974088,1.0,uncertainty_preferred,1.0,1.0
psychologist,anxiety,precision,0.9851,0.9850746268656716,0.9850746268656716,0.9850746268656716,-2.5373134328376956e-05,0.0,0.0,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,anxiety,recall,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,anxiety,specificity,0.9955,0.9954545454545455,0.9954545454545456,0.9954545454545456,-4.5454545454459705e-05,1.1102230246251565e-16,0.0,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,anxiety,balanced_accuracy,0.9977,0.9977272727272728,0.9977272727272728,0.9977272727272728,2.727272727276464e-05,0.0,0.0,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,anxiety,f1,0.9925,0.9924812030075187,0.9924812030075189,0.9924812030075189,-1.879699248119593e-05,1.1102230246251565e-16,0.0,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,anxiety,roc_auc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,anxiety,pr_auc,0.9999,1.0,1.0,1.0,9.999999999998899e-05,0.0,0.0,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,anxiety,brier,0.0021,0.0022034291438283713,0.0022034291438283,0.0022034291438283,0.00010342914382830033,-7.112366251504909e-17,0.0,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,depression,precision,0.9023,0.8333333333333334,0.8587230387478526,0.8538461538461538,-0.04845384615384618,0.02051282051282044,-0.004876884901698797,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,depression,recall,0.8957,0.9565217391304348,0.9464882943143812,0.9652173913043478,0.06951739130434775,0.008695652173912993,0.01872909698996661,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,depression,specificity,0.9337,0.8713450292397661,0.8951866846603688,0.8888888888888888,-0.044811111111111135,0.01754385964912275,-0.00629779577147993,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,depression,balanced_accuracy,0.9147,0.9139333841851005,0.920837489487375,0.9270531400966184,0.012353140096618476,0.013119755911517927,0.0062156506092434505,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,depression,f1,0.8981,0.8906882591093117,0.9003474708196765,0.9061224489795918,0.008022448979591812,0.015434189870280113,0.005774978159915345,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,depression,roc_auc,0.9803,0.9782354436816679,0.9793972109761584,0.9807526061530638,0.00045260615306386143,0.002517162471395884,0.0013553951769054162,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,depression,pr_auc,0.9633,0.9591369712178661,0.9607701913017564,0.9626756147329618,-0.0006243852670382299,0.0035386435150956963,0.0019054234312053664,0.9835836277974088,1.0,fully_ready,1.0,1.0
psychologist,depression,brier,0.0569,0.05863779944317288,0.0578742926659087,0.0569835347591006,8.353475910059804e-05,-0.0016542646840722805,-0.0008907579068080998,0.9835836277974088,1.0,fully_ready,1.0,1.0
